pathway	abundance	LIBID
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Streptococcus.s__Streptococcus_pneumoniae	520.7225836954	MBM171
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Corynebacterium.s__Corynebacterium_resistens	393.7597311437	MBM171
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Staphylococcus.s__Staphylococcus_capitis	138.5337177141	MBM171
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Cutibacterium.s__Cutibacterium_acnes	128.0717649889	MBM171
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Staphylococcus.s__Staphylococcus_lugdunensis	123.3110481195	MBM171
PWY-6125: superpathway of guanosine nucleotides de novo biosynthesis II|g__Staphylococcus.s__Staphylococcus_epidermidis	76.796246572	MBM171
GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation	3857.2304234696	MBM171
GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation|g__Streptococcus.s__Streptococcus_pneumoniae	1835.5461821829	MBM171
GLUCOSE1PMETAB-PWY: glucose and glucose-1-phosphate degradation|unclassified	13.8879052998	MBM171
PWY-3841: folate transformations II (plants)	3803.4276695765	MBM171
PWY-3841: folate transformations II (plants)|g__Staphylococcus.s__Staphylococcus_capitis	517.8565602268	MBM171
PWY-3841: folate transformations II (plants)|g__Streptococcus.s__Streptococcus_pneumoniae	506.0909355154	MBM171
PWY-3841: folate transformations II (plants)|g__Staphylococcus.s__Staphylococcus_lugdunensis	479.1004494129	MBM171
PWY-3841: folate transformations II (plants)|g__Staphylococcus.s__Staphylococcus_aureus	311.4827230347	MBM171
PWY-3841: folate transformations II (plants)|g__Corynebacterium.s__Corynebacterium_resistens	275.6296586286	MBM171
PWY-3841: folate transformations II (plants)|g__Staphylococcus.s__Staphylococcus_epidermidis	195.8216879331	MBM171
PWY-3841: folate transformations II (plants)|g__Cutibacterium.s__Cutibacterium_acnes	103.3548259931	MBM171
PWY-3841: folate transformations II (plants)|unclassified	16.9889099277	MBM171
PWY-3841: folate transformations II (plants)|g__Streptococcus.s__Streptococcus_mitis	2.8271802998	MBM171
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II	3741.7180978372	MBM171
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Corynebacterium.s__Corynebacterium_resistens	1536.7686579975	MBM171
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Streptococcus.s__Streptococcus_pneumoniae	446.8504088725	MBM171
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Staphylococcus.s__Staphylococcus_capitis	296.4649239907	MBM171
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Staphylococcus.s__Staphylococcus_lugdunensis	207.7532319501	MBM171
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Staphylococcus.s__Staphylococcus_epidermidis	154.7032488323	MBM171
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Cutibacterium.s__Cutibacterium_acnes	93.2920401386	MBM171
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Micrococcus.s__Micrococcus_aloeverae	46.9754371743	MBM171
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Micrococcus.s__Micrococcus_luteus	36.1150390031	MBM171
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Streptococcus.s__Streptococcus_oralis	14.1588385153	MBM171
PWY-7220: adenosine deoxyribonucleotides de novo biosynthesis II|g__Streptococcus.s__Streptococcus_milleri	7.6040751515	MBM171
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II	3741.7180978372	MBM171
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Corynebacterium.s__Corynebacterium_resistens	1536.7686579975	MBM171
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Streptococcus.s__Streptococcus_pneumoniae	446.8504088725	MBM171
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Staphylococcus.s__Staphylococcus_capitis	296.4649239907	MBM171
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Staphylococcus.s__Staphylococcus_lugdunensis	207.7532319501	MBM171
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Staphylococcus.s__Staphylococcus_epidermidis	154.7032488323	MBM171
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Cutibacterium.s__Cutibacterium_acnes	93.2920401386	MBM171
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Micrococcus.s__Micrococcus_aloeverae	46.9754371743	MBM171
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Micrococcus.s__Micrococcus_luteus	36.1150390031	MBM171
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Streptococcus.s__Streptococcus_oralis	14.1588385153	MBM171
PWY-7222: guanosine deoxyribonucleotides de novo biosynthesis II|g__Streptococcus.s__Streptococcus_milleri	7.6040751515	MBM171
PWY-5941: glycogen degradation II	3737.4474551665	MBM171
PWY-5941: glycogen degradation II|g__Streptococcus.s__Streptococcus_pneumoniae	1685.558370573	MBM171
PWY-5941: glycogen degradation II|g__Streptococcus.s__Streptococcus_salivarius	656.3982047799	MBM171
PWY-5941: glycogen degradation II|g__Streptococcus.s__Streptococcus_pseudopneumoniae	28.2486544716	MBM171
PWY-5941: glycogen degradation II|unclassified	24.4228143777	MBM171
PWY-5941: glycogen degradation II|g__Streptococcus.s__Streptococcus_mitis	14.3702722869	MBM171
VALSYN-PWY: L-valine biosynthesis	3408.7215180579	MBM171
VALSYN-PWY: L-valine biosynthesis|g__Corynebacterium.s__Corynebacterium_resistens	576.9859697793	MBM171
VALSYN-PWY: L-valine biosynthesis|g__Streptococcus.s__Streptococcus_pneumoniae	235.0673557022	MBM171
VALSYN-PWY: L-valine biosynthesis|g__Streptococcus.s__Streptococcus_salivarius	82.801084363	MBM171
VALSYN-PWY: L-valine biosynthesis|g__Micrococcus.s__Micrococcus_aloeverae	63.4853211639	MBM171
VALSYN-PWY: L-valine biosynthesis|g__Staphylococcus.s__Staphylococcus_lugdunensis	32.8438603378	MBM171
VALSYN-PWY: L-valine biosynthesis|g__Micrococcus.s__Micrococcus_luteus	30.0006233268	MBM171
VALSYN-PWY: L-valine biosynthesis|g__Streptococcus.s__Streptococcus_mitis	27.4669476429	MBM171
VALSYN-PWY: L-valine biosynthesis|unclassified	15.5129909679	MBM171
VALSYN-PWY: L-valine biosynthesis|g__Staphylococcus.s__Staphylococcus_capitis	13.5378865946	MBM171
VALSYN-PWY: L-valine biosynthesis|g__Streptococcus.s__Streptococcus_pseudopneumoniae	4.3413148064	MBM171
VALSYN-PWY: L-valine biosynthesis|g__Staphylococcus.s__Staphylococcus_epidermidis	2.583002946	MBM171
PWY-7238: sucrose biosynthesis II	3344.7672938994	MBM171
PWY-7238: sucrose biosynthesis II|g__Streptococcus.s__Streptococcus_pneumoniae	1407.6085061542	MBM171
PWY-7238: sucrose biosynthesis II|g__Streptococcus.s__Streptococcus_salivarius	621.9763906557	MBM171
PWY-7238: sucrose biosynthesis II|unclassified	200.2185388313	MBM171
PWY-7238: sucrose biosynthesis II|g__Cutibacterium.s__Cutibacterium_acnes	77.1929390666	MBM171
PWY-7238: sucrose biosynthesis II|g__Streptococcus.s__Streptococcus_pseudopneumoniae	31.3780657954	MBM171
PWY-7238: sucrose biosynthesis II|g__Streptococcus.s__Streptococcus_mitis	12.9727263483	MBM171
LACTOSECAT-PWY: lactose and galactose degradation I	3323.490393636	MBM171
LACTOSECAT-PWY: lactose and galactose degradation I|g__Streptococcus.s__Streptococcus_pneumoniae	1352.3648127771	MBM171
LACTOSECAT-PWY: lactose and galactose degradation I|g__Staphylococcus.s__Staphylococcus_capitis	1341.1638994203	MBM171
LACTOSECAT-PWY: lactose and galactose degradation I|g__Staphylococcus.s__Staphylococcus_epidermidis	210.9965823491	MBM171
LACTOSECAT-PWY: lactose and galactose degradation I|g__Staphylococcus.s__Staphylococcus_lugdunensis	166.2082611467	MBM171
LACTOSECAT-PWY: lactose and galactose degradation I|g__Streptococcus.s__Streptococcus_mitis	49.2289333247	MBM171
LACTOSECAT-PWY: lactose and galactose degradation I|g__Streptococcus.s__Streptococcus_pseudopneumoniae	36.3750410454	MBM171
LACTOSECAT-PWY: lactose and galactose degradation I|unclassified	27.2696977068	MBM171
LACTOSECAT-PWY: lactose and galactose degradation I|g__Staphylococcus.s__Staphylococcus_aureus	21.6504959098	MBM171
CITRULBIO-PWY: L-citrulline biosynthesis	3311.4098459775	MBM171
CITRULBIO-PWY: L-citrulline biosynthesis|g__Streptococcus.s__Streptococcus_pneumoniae	457.4444618449	MBM171
CITRULBIO-PWY: L-citrulline biosynthesis|g__Staphylococcus.s__Staphylococcus_capitis	365.3804937607	MBM171
CITRULBIO-PWY: L-citrulline biosynthesis|g__Staphylococcus.s__Staphylococcus_aureus	131.8067023605	MBM171
PWY-6123: inosine-5'-phosphate biosynthesis I	3266.894949914	MBM171
PWY-6123: inosine-5'-phosphate biosynthesis I|g__Streptococcus.s__Streptococcus_salivarius	1905.0886340016	MBM171
PWY-6123: inosine-5'-phosphate biosynthesis I|g__Staphylococcus.s__Staphylococcus_capitis	216.3410770249	MBM171
PWY-6123: inosine-5'-phosphate biosynthesis I|g__Corynebacterium.s__Corynebacterium_resistens	145.4353514511	MBM171
PWY-6123: inosine-5'-phosphate biosynthesis I|g__Streptococcus.s__Streptococcus_pneumoniae	131.6551724029	MBM171
PWY-6123: inosine-5'-phosphate biosynthesis I|g__Staphylococcus.s__Staphylococcus_lugdunensis	96.3491627585	MBM171
PWY-6123: inosine-5'-phosphate biosynthesis I|unclassified	69.46091381	MBM171
PWY-6123: inosine-5'-phosphate biosynthesis I|g__Cutibacterium.s__Cutibacterium_acnes	56.7180442718	MBM171
PWY-6123: inosine-5'-phosphate biosynthesis I|g__Staphylococcus.s__Staphylococcus_aureus	30.8147887665	MBM171
PWY-6123: inosine-5'-phosphate biosynthesis I|g__Staphylococcus.s__Staphylococcus_epidermidis	27.9025909856	MBM171
PWY-6123: inosine-5'-phosphate biosynthesis I|g__Micrococcus.s__Micrococcus_aloeverae	21.8832810048	MBM171
PWY-6123: inosine-5'-phosphate biosynthesis I|g__Streptococcus.s__Streptococcus_oralis	7.0926117833	MBM171
PWY-6123: inosine-5'-phosphate biosynthesis I|g__Streptococcus.s__Streptococcus_mitis	6.9587104186	MBM171
PWY-6123: inosine-5'-phosphate biosynthesis I|g__Streptococcus.s__Streptococcus_pseudopneumoniae	4.5039993719	MBM171
PWY-7111: pyruvate fermentation to isobutanol (engineered)	3242.0287268134	MBM171
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Corynebacterium.s__Corynebacterium_resistens	208.5385193475	MBM171
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Streptococcus.s__Streptococcus_pneumoniae	207.4338179524	MBM171
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Streptococcus.s__Streptococcus_salivarius	102.9923799751	MBM171
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Micrococcus.s__Micrococcus_aloeverae	78.5673806083	MBM171
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Staphylococcus.s__Staphylococcus_lugdunensis	18.0768093322	MBM171
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Streptococcus.s__Streptococcus_mitis	11.8368249394	MBM171
PWY-7111: pyruvate fermentation to isobutanol (engineered)|unclassified	11.7105328377	MBM171
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Micrococcus.s__Micrococcus_luteus	10.7307330101	MBM171
PWY-7111: pyruvate fermentation to isobutanol (engineered)|g__Staphylococcus.s__Staphylococcus_capitis	8.1946492058	MBM171
PENTOSE-P-PWY: pentose phosphate pathway	3217.2800415113	MBM171
PENTOSE-P-PWY: pentose phosphate pathway|g__Streptococcus.s__Streptococcus_pneumoniae	559.8133823107	MBM171
PENTOSE-P-PWY: pentose phosphate pathway|g__Corynebacterium.s__Corynebacterium_resistens	150.0386595531	MBM171
PENTOSE-P-PWY: pentose phosphate pathway|g__Staphylococcus.s__Staphylococcus_aureus	105.3789853713	MBM171
PENTOSE-P-PWY: pentose phosphate pathway|g__Micrococcus.s__Micrococcus_aloeverae	20.7335376354	MBM171
CALVIN-PWY: Calvin-Benson-Bassham cycle	3158.9680974705	MBM171
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Staphylococcus.s__Staphylococcus_aureus	1128.6782509475	MBM171
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Staphylococcus.s__Staphylococcus_capitis	812.4884330432	MBM171
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Staphylococcus.s__Staphylococcus_lugdunensis	140.7872468858	MBM171
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Streptococcus.s__Streptococcus_pneumoniae	118.2326497467	MBM171
CALVIN-PWY: Calvin-Benson-Bassham cycle|g__Staphylococcus.s__Staphylococcus_epidermidis	116.0148137558	MBM171
CALVIN-PWY: Calvin-Benson-Bassham cycle|unclassified	17.7297901436	MBM171
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis	3080.0455579826	MBM171
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Corynebacterium.s__Corynebacterium_resistens	284.29293845670003	MBM171
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Streptococcus.s__Streptococcus_pneumoniae	232.751762429	MBM171
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Staphylococcus.s__Staphylococcus_lugdunensis	29.5937739019	MBM171
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|g__Staphylococcus.s__Staphylococcus_capitis	15.9133109323	MBM171
BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis|unclassified	10.7142852576	MBM171
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)	3023.9465938084	MBM171
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Corynebacterium.s__Corynebacterium_resistens	263.2522160884	MBM171
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Streptococcus.s__Streptococcus_pneumoniae	198.5137119279	MBM171
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Staphylococcus.s__Staphylococcus_lugdunensis	23.6693134625	MBM171
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Streptococcus.s__Streptococcus_mitis	14.2936751059	MBM171
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Micrococcus.s__Micrococcus_luteus	13.3645066237	MBM171
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Staphylococcus.s__Staphylococcus_capitis	13.0377915225	MBM171
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|unclassified	12.4089985673	MBM171
ILEUSYN-PWY: L-isoleucine biosynthesis I (from threonine)|g__Staphylococcus.s__Staphylococcus_epidermidis	2.583002946	MBM171
PWY66-389: phytol degradation	2893.1753643095	MBM171
PWY66-389: phytol degradation|g__Streptococcus.s__Streptococcus_pneumoniae	759.4336879139	MBM171
PWY66-389: phytol degradation|g__Micrococcus.s__Micrococcus_aloeverae	63.1653541702	MBM171
PWY66-389: phytol degradation|g__Micrococcus.s__Micrococcus_luteus	59.3602997515	MBM171
PWY66-389: phytol degradation|g__Staphylococcus.s__Staphylococcus_epidermidis	47.1896028354	MBM171
PWY66-389: phytol degradation|g__Staphylococcus.s__Staphylococcus_aureus	11.6307049263	MBM171
PWY-5103: L-isoleucine biosynthesis III	2771.9340641558	MBM171
PWY-5103: L-isoleucine biosynthesis III|g__Corynebacterium.s__Corynebacterium_resistens	195.9609565753	MBM171
PWY-5103: L-isoleucine biosynthesis III|g__Streptococcus.s__Streptococcus_pneumoniae	173.0118705472	MBM171
PWY-5103: L-isoleucine biosynthesis III|g__Staphylococcus.s__Staphylococcus_lugdunensis	18.8158609756	MBM171
PWY-5103: L-isoleucine biosynthesis III|g__Streptococcus.s__Streptococcus_mitis	10.9227893236	MBM171
PWY-5103: L-isoleucine biosynthesis III|g__Staphylococcus.s__Staphylococcus_capitis	10.8506844009	MBM171
PWY-5103: L-isoleucine biosynthesis III|unclassified	10.360625803	MBM171
PWY-5103: L-isoleucine biosynthesis III|g__Micrococcus.s__Micrococcus_luteus	9.526138155	MBM171
GLYOXYLATE-BYPASS: glyoxylate cycle	2764.4667518133	MBM171
GLYOXYLATE-BYPASS: glyoxylate cycle|g__Corynebacterium.s__Corynebacterium_resistens	404.875898772	MBM171
GLYOXYLATE-BYPASS: glyoxylate cycle|unclassified	182.2316287262	MBM171
GLYOXYLATE-BYPASS: glyoxylate cycle|g__Micrococcus.s__Micrococcus_luteus	79.425613988	MBM171
PWY-6969: TCA cycle V (2-oxoglutarate synthase)	2761.6891751087	MBM171
PWY-6969: TCA cycle V (2-oxoglutarate synthase)|g__Staphylococcus.s__Staphylococcus_aureus	624.763803467	MBM171
PWY-6969: TCA cycle V (2-oxoglutarate synthase)|g__Staphylococcus.s__Staphylococcus_epidermidis	257.3247321775	MBM171
PWY-6969: TCA cycle V (2-oxoglutarate synthase)|g__Streptococcus.s__Streptococcus_pneumoniae	106.5797030741	MBM171
PWY-6969: TCA cycle V (2-oxoglutarate synthase)|unclassified	90.7506302053	MBM171
PWY-841: superpathway of purine nucleotides de novo biosynthesis I	2646.8578932876	MBM171
PWY-841: superpathway of purine nucleotides de novo biosynthesis I|g__Corynebacterium.s__Corynebacterium_resistens	276.0967461492	MBM171
PWY-841: superpathway of purine nucleotides de novo biosynthesis I|g__Staphylococcus.s__Staphylococcus_capitis	141.5798112367	MBM171
PWY-841: superpathway of purine nucleotides de novo biosynthesis I|g__Staphylococcus.s__Staphylococcus_lugdunensis	94.6728237799	MBM171
PWY-841: superpathway of purine nucleotides de novo biosynthesis I|g__Streptococcus.s__Streptococcus_pneumoniae	79.8524768072	MBM171
PWY-841: superpathway of purine nucleotides de novo biosynthesis I|g__Staphylococcus.s__Staphylococcus_epidermidis	35.2262009204	MBM171
P105-PWY: TCA cycle IV (2-oxoglutarate decarboxylase)	2536.2350443226	MBM171
REDCITCYC: TCA cycle VI (Helicobacter)	2435.491436174	MBM171
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)	2418.0549683681	MBM171
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Streptococcus.s__Streptococcus_pneumoniae	484.8689021294	MBM171
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Staphylococcus.s__Staphylococcus_capitis	125.676642267	MBM171
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Staphylococcus.s__Staphylococcus_aureus	101.3043078158	MBM171
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Corynebacterium.s__Corynebacterium_resistens	96.634221469	MBM171
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Staphylococcus.s__Staphylococcus_lugdunensis	89.7751200605	MBM171
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Staphylococcus.s__Staphylococcus_epidermidis	70.8248283361	MBM171
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Streptococcus.s__Streptococcus_salivarius	36.907268827	MBM171
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Streptococcus.s__Streptococcus_pseudopneumoniae	12.9717901624	MBM171
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|g__Streptococcus.s__Streptococcus_mitis	11.2162954283	MBM171
PWY-6386: UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)|unclassified	7.9344082309	MBM171
ARO-PWY: chorismate biosynthesis I	2345.0775192653	MBM171
ARO-PWY: chorismate biosynthesis I|g__Streptococcus.s__Streptococcus_pneumoniae	857.0063724349	MBM171
ARO-PWY: chorismate biosynthesis I|g__Staphylococcus.s__Staphylococcus_capitis	127.4715896616	MBM171
ARO-PWY: chorismate biosynthesis I|g__Streptococcus.s__Streptococcus_salivarius	104.3907756832	MBM171
ARO-PWY: chorismate biosynthesis I|g__Corynebacterium.s__Corynebacterium_resistens	72.1619708127	MBM171
ARO-PWY: chorismate biosynthesis I|g__Staphylococcus.s__Staphylococcus_epidermidis	37.0617698069	MBM171
ARO-PWY: chorismate biosynthesis I|g__Cutibacterium.s__Cutibacterium_acnes	28.7301904788	MBM171
ARO-PWY: chorismate biosynthesis I|g__Staphylococcus.s__Staphylococcus_lugdunensis	24.5064612647	MBM171
ARO-PWY: chorismate biosynthesis I|g__Streptococcus.s__Streptococcus_pseudopneumoniae	10.5349322448	MBM171
ARO-PWY: chorismate biosynthesis I|g__Streptococcus.s__Streptococcus_mitis	8.8198413011	MBM171
ARO-PWY: chorismate biosynthesis I|g__Micrococcus.s__Micrococcus_aloeverae	7.6746314999	MBM171
PWY-6163: chorismate biosynthesis from 3-dehydroquinate	2343.7249606013	MBM171
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Streptococcus.s__Streptococcus_pneumoniae	784.9494953199	MBM171
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Staphylococcus.s__Staphylococcus_capitis	161.9889786412	MBM171
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Cutibacterium.s__Cutibacterium_acnes	148.1203975799	MBM171
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Streptococcus.s__Streptococcus_salivarius	90.454048173	MBM171
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Corynebacterium.s__Corynebacterium_resistens	61.1359752221	MBM171
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Staphylococcus.s__Staphylococcus_epidermidis	32.1972757407	MBM171
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Staphylococcus.s__Staphylococcus_lugdunensis	19.9153807406	MBM171
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Micrococcus.s__Micrococcus_aloeverae	14.8828601181	MBM171
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Streptococcus.s__Streptococcus_pseudopneumoniae	8.8913116414	MBM171
PWY-6163: chorismate biosynthesis from 3-dehydroquinate|g__Streptococcus.s__Streptococcus_mitis	7.3336373142	MBM171
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis	2282.1050446433	MBM171
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Streptococcus.s__Streptococcus_pneumoniae	821.6727833418	MBM171
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Corynebacterium.s__Corynebacterium_resistens	67.1457316386	MBM171
COMPLETE-ARO-PWY: superpathway of aromatic amino acid biosynthesis|g__Streptococcus.s__Streptococcus_mitis	6.3891504927	MBM171
PWY66-409: superpathway of purine nucleotide salvage	2271.2692920704	MBM171
PWY66-409: superpathway of purine nucleotide salvage|g__Streptococcus.s__Streptococcus_pneumoniae	396.529385378	MBM171
PWY66-409: superpathway of purine nucleotide salvage|g__Corynebacterium.s__Corynebacterium_resistens	101.2468383803	MBM171
PWY66-409: superpathway of purine nucleotide salvage|g__Cutibacterium.s__Cutibacterium_acnes	25.9198740786	MBM171
PWY-6609: adenine and adenosine salvage III	2191.0515754983	MBM171
PWY-6609: adenine and adenosine salvage III|g__Streptococcus.s__Streptococcus_pneumoniae	361.0802113362	MBM171
PWY-6609: adenine and adenosine salvage III|g__Corynebacterium.s__Corynebacterium_resistens	257.2354350266	MBM171
PWY-6609: adenine and adenosine salvage III|g__Streptococcus.s__Streptococcus_salivarius	156.9362555058	MBM171
PWY-6609: adenine and adenosine salvage III|g__Streptococcus.s__Streptococcus_pseudopneumoniae	94.4312982677	MBM171
PWY-6609: adenine and adenosine salvage III|g__Staphylococcus.s__Staphylococcus_epidermidis	82.398673384	MBM171
PWY-6609: adenine and adenosine salvage III|g__Staphylococcus.s__Staphylococcus_capitis	72.9764976956	MBM171
PWY-6609: adenine and adenosine salvage III|g__Staphylococcus.s__Staphylococcus_lugdunensis	64.1461998341	MBM171
PWY-6609: adenine and adenosine salvage III|g__Streptococcus.s__Streptococcus_mitis	63.1213612171	MBM171
PWY-6609: adenine and adenosine salvage III|g__Staphylococcus.s__Staphylococcus_aureus	61.3764793133	MBM171
PWY-6609: adenine and adenosine salvage III|unclassified	17.4541780633	MBM171
PWY-6609: adenine and adenosine salvage III|g__Cutibacterium.s__Cutibacterium_acnes	14.4396482774	MBM171
PWY-6609: adenine and adenosine salvage III|g__Micrococcus.s__Micrococcus_aloeverae	10.4838195743	MBM171
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation	2149.351588627	MBM171
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Streptococcus.s__Streptococcus_pneumoniae	485.2596502554	MBM171
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Corynebacterium.s__Corynebacterium_resistens	215.646901748	MBM171
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Staphylococcus.s__Staphylococcus_capitis	208.7498254405	MBM171
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Staphylococcus.s__Staphylococcus_lugdunensis	101.0086385934	MBM171
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Micrococcus.s__Micrococcus_aloeverae	95.8379669888	MBM171
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|unclassified	68.9608241898	MBM171
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Cutibacterium.s__Cutibacterium_acnes	48.5056312395	MBM171
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Staphylococcus.s__Staphylococcus_epidermidis	32.8038260776	MBM171
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Micrococcus.s__Micrococcus_luteus	18.3350532217	MBM171
PWY-7197: pyrimidine deoxyribonucleotide phosphorylation|g__Streptococcus.s__Streptococcus_oralis	13.4909707445	MBM171
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)	2138.5147330669	MBM171
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)|g__Streptococcus.s__Streptococcus_pneumoniae	408.4031377442	MBM171
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)|g__Staphylococcus.s__Staphylococcus_aureus	123.5037048651	MBM171
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)|g__Corynebacterium.s__Corynebacterium_resistens	96.6011914084	MBM171
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)|g__Staphylococcus.s__Staphylococcus_capitis	63.2379750209	MBM171
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)|g__Staphylococcus.s__Staphylococcus_epidermidis	58.3939518785	MBM171
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)|g__Streptococcus.s__Streptococcus_salivarius	28.5429007912	MBM171
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)|g__Staphylococcus.s__Staphylococcus_lugdunensis	22.0429404797	MBM171
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)|unclassified	10.9824301193	MBM171
PWY-6385: peptidoglycan biosynthesis III (mycobacteria)|g__Streptococcus.s__Streptococcus_mitis	9.4622638746	MBM171
