species	MHS340	MHS348	MHS420	MHS431	MHS602
Acinetobacter lactucae	0	0	0	0	     3
Acinetobacter shaoyimingii	0	0	0	0	     7
Acinetobacter oleivorans	0	0	0	0	     5
Psychrobacter sp. AntiMn-1	0	0	0	0	    18
Psychrobacter sp. 28M-43	0	0	0	0	     8
Psychrobacter sp. P2G3	0	0	0	0	     3
Psychrobacter sp. P11G5	0	0	0	0	     2
Psychrobacter sp. P11G3	0	0	0	0	     1
Psychrobacter urativorans	0	0	0	0	    12
Klebsiella sp. A52	0	0	0	0	     2
Enterobacter cloacae complex sp. ECL72	0	0	0	0	     1
Enterobacter sichuanensis	0	0	0	0	     2
Enterobacter chengduensis	0	0	0	0	     2
Enterobacter sp. R4-368	0	0	0	0	     9
Enterobacter sp. JBIWA003	0	0	0	0	     2
Enterobacter sp. C2	0	0	0	0	     1
Enterobacter sp. 638	0	0	0	0	     1
Enterobacter soli	0	0	0	0	    20
Cronobacter dublinensis	0	0	0	0	     3
Citrobacter werkmanii	0	0	0	0	     1
Citrobacter portucalensis	0	0	0	0	     1
Citrobacter freundii complex sp. CFNIH2	0	0	0	0	     1
Citrobacter pasteurii	0	0	0	0	     5
Citrobacter koseri	0	0	0	0	     1
Citrobacter amalonaticus	0	0	0	0	     1
Citrobacter arsenatis	0	0	0	0	     1
Enterobacteriaceae endosymbiont of Macroplea mutica	0	0	0	0	    20
Enterobacteriaceae endosymbiont of Plateumaris pusilla	0	0	0	0	     1
Enterobacteriaceae endosymbiont of Donacia bicoloricornis	0	0	0	0	     1
Raoultella planticola	0	0	0	0	     5
Cedecea lapagei	0	0	0	0	     5
Blochmannia endosymbiont of Polyrhachis (Hedomyrma) turneri	0	0	0	0	     6
Blochmannia endosymbiont of Colobopsis nipponica	0	0	0	0	     1
Candidatus Blochmannia chromaiodes	0	0	0	0	     3
Candidatus Annandia adelgestsuga	0	0	0	0	     1
Candidatus Gullanella endobia	0	0	0	0	     1
Kosakonia oryzae	0	0	0	0	     6
Kosakonia sp. CCTCC M2018092	0	0	0	0	     1
Kosakonia sp. SMBL-WEM22	0	0	0	0	     1
Kosakonia arachidis	0	0	0	0	     1
Kosakonia sacchari	0	0	0	0	     1
Kosakonia pseudosacchari	0	0	0	0	     1
Shigella sonnei	0	0	0	0	     1
Jejubacter calystegiae	0	0	0	0	     1
Candidatus Profftia tarda	0	0	0	0	     1
Yokenella regensburgei	0	0	0	0	     1
Serratia sp. P2ACOL2	0	0	0	0	     1
Serratia sp. ATCC 39006	0	0	0	0	     1
Serratia ficaria	0	0	0	0	     1
Yersinia pestis	0	0	0	0	     2
Yersinia pseudotuberculosis	0	0	0	0	     1
Yersinia similis	0	0	0	0	     1
Yersinia entomophaga	0	0	0	0	     2
Yersinia aleksiciae	0	0	0	0	     1
Rahnella aquatilis	0	0	0	0	     5
Gibbsiella quercinecans	0	0	0	0	     9
Rouxiella badensis	0	0	0	0	     5
Chania multitudinisentens	0	0	0	0	     5
Candidatus Fukatsuia symbiotica	0	0	0	0	     2
Pantoea sp. At-9b	0	0	0	0	     1
Pantoea sp. SO10	0	0	0	0	     1
Pantoea stewartii	0	0	0	0	     1
Erwinia sp. Ejp617	0	0	0	0	     1
Erwinia sp. J780	0	0	0	0	     1
Erwinia tasmaniensis	0	0	0	0	     1
Tatumella sp. TA1	0	0	0	0	     2
Dickeya chrysanthemi	0	0	0	0	     3
Dickeya dadantii	0	0	0	0	     1
Dickeya zeae	0	0	0	0	     1
Dickeya poaceiphila	0	0	0	0	     1
Pectobacterium carotovorum	0	0	0	0	    13
Pectobacterium brasiliense	0	0	0	0	     3
Pectobacterium atrosepticum	0	0	0	0	     2
Pectobacterium polaris	0	0	0	0	     1
Proteus columbae	0	0	0	0	     1
Xenorhabdus budapestensis	0	0	0	0	     9
Xenorhabdus hominickii	0	0	0	0	     6
Providencia rustigianii	0	0	0	0	     2
Arsenophonus endosymbiont of Aphis craccivora	0	0	0	0	     1
Photorhabdus akhurstii	0	0	0	0	     1
Candidatus Sodalis pierantonius	0	0	0	0	     2
Limnobaculum parvum	0	0	0	0	     1
Xanthomonas sp. GW	0	0	0	0	     4
Xanthomonas axonopodis	0	0	0	0	     8
Xanthomonas vasicola	0	0	0	0	     2
Stenotrophomonas sp. YAU14A_MKIMI4_1	0	0	0	0	    10
Stenotrophomonas sp. ZAC14A_NAIMI4_1	0	0	0	0	     1
Stenotrophomonas sp. NA06056	0	0	0	0	    22
Stenotrophomonas sp. DR822	0	0	0	0	     5
Stenotrophomonas sp. WZN-1	0	0	0	0	     4
Stenotrophomonas sp. SXG-1	0	0	0	0	     4
Stenotrophomonas sp. ASS1	0	0	0	0	     1
Stenotrophomonas indicatrix	0	0	0	0	    13
Lysobacter sp. TY2-98	0	0	0	0	     5
Lysobacter sp. CW239	0	0	0	0	     5
Lysobacter sp. CJ11	0	0	0	0	     2
Lysobacter sp. HDW10	0	0	0	0	     1
Lysobacter antibioticus	0	0	0	0	     3
Luteimonas granuli	0	0	0	0	     2
Dyella thiooxydans	0	0	0	0	    13
Dyella caseinilytica	0	0	0	0	     4
Luteibacter rhizovicinus	0	0	0	0	     3
Frateuria aurantia	0	0	0	0	     4
Halomonas sp. A40-4	0	0	0	0	    18
Halomonas sp. N3-2A	0	0	0	0	     1
Halomonas sp. R57-5	0	0	0	0	     1
Halomonas sp. SH5A2	0	0	0	0	     1
Halomonas campaniensis	0	0	0	0	    14
Halomonas subglaciescola	0	0	0	0	     7
Halomonas huangheensis	0	0	0	0	     5
Halomonas socia	0	0	0	0	     3
Cobetia sp. L2A1	0	0	0	0	     1
Pistricoccus aurantiacus	0	0	0	0	     1
Alcanivorax dieselolei	0	0	0	0	     6
Alcanivorax xenomutans	0	0	0	0	     3
Kangiella koreensis	0	0	0	0	    13
Kangiella profundi	0	0	0	0	     1
Hahella sp. KA22	0	0	0	0	     8
Hahella chejuensis	0	0	0	0	     2
Marinomonas sp. A3A	0	0	0	0	     3
Marinobacterium georgiense	0	0	0	0	     2
Nitrincola sp. KXZD1103	0	0	0	0	     1
Bermanella marisrubri	0	0	0	0	     1
Reinekea forsetii	0	0	0	0	     1
Saccharospirillum mangrovi	0	0	0	0	     1
Shewanella sp. LC6	0	0	0	0	     2
Shewanella sp. FJAT-53726	0	0	0	0	     1
Shewanella sp. M2	0	0	0	0	     1
Shewanella sp. FJAT-51649	0	0	0	0	     1
Shewanella sp. SNU WT4	0	0	0	0	     1
Shewanella sp. KX20019	0	0	0	0	     1
Shewanella putrefaciens	0	0	0	0	    20
Shewanella indica	0	0	0	0	    13
Shewanella decolorationis	0	0	0	0	     2
Shewanella psychrophila	0	0	0	0	     2
Shewanella piezotolerans	0	0	0	0	     1
Shewanella denitrificans	0	0	0	0	     1
Shewanella pealeana	0	0	0	0	     1
Shewanella amazonensis	0	0	0	0	     1
Marinobacter sp. LQ44	0	0	0	0	    16
Marinobacter sp. BSs20148	0	0	0	0	     1
Marinobacter sp. LV10R510-11A	0	0	0	0	     1
Marinobacter sp. NP-4(2019)	0	0	0	0	     1
Alteromonas australica	0	0	0	0	     6
Alteromonas sp. BL110	0	0	0	0	     1
Alteromonas sp. 76-1	0	0	0	0	     1
Alteromonas mediterranea	0	0	0	0	     2
Salinimonas iocasae	0	0	0	0	    12
Salinimonas sediminis	0	0	0	0	     1
Agarivorans aestuarii	0	0	0	0	    10
Paraglaciecola mesophila	0	0	0	0	     1
Pseudoalteromonas marina	0	0	0	0	    16
Pseudoalteromonas translucida	0	0	0	0	     5
Pseudoalteromonas sp. DL-6	0	0	0	0	     1
Pseudoalteromonas sp. 16-SW-7	0	0	0	0	     1
Pseudoalteromonas sp. Xi13	0	0	0	0	     1
Pseudoalteromonas rubra	0	0	0	0	     2
Pseudoalteromonas phenolica	0	0	0	0	     2
Pseudoalteromonas shioyasakiensis	0	0	0	0	     1
Pseudoalteromonas viridis	0	0	0	0	     1
Psychrosphaera aestuarii	0	0	0	0	     1
Flocculibacter collagenilyticus	0	0	0	0	     1
Colwellia sp. MT41	0	0	0	0	     3
Colwellia sp. PAMC 20917	0	0	0	0	     1
Thalassotalea crassostreae	0	0	0	0	     1
Thalassotalea sp. LPB0316	0	0	0	0	     1
Litorilituus sediminis	0	0	0	0	     1
Idiomarina piscisalsi	0	0	0	0	     3
Idiomarina abyssalis	0	0	0	0	     1
Idiomarina sp. OT37-5b	0	0	0	0	     1
Ferrimonas lipolytica	0	0	0	0	     3
Aeromonas sp. ASNIH7	0	0	0	0	    43
Aeromonas sp. Ne-1	0	0	0	0	     8
Aeromonas sp. FDAARGOS 1404	0	0	0	0	     1
Aeromonas sp. FDAARGOS 1407	0	0	0	0	     1
Aeromonas schubertii	0	0	0	0	     4
Aggregatibacter sp. oral taxon 513	0	0	0	0	    13
Aggregatibacter segnis	0	0	0	0	     6
Pasteurella dagmatis	0	0	0	0	     9
Pasteurella atlantica	0	0	0	0	     2
Mannheimia haemolytica	0	0	0	0	     1
Mannheimia varigena	0	0	0	0	     1
Histophilus somni	0	0	0	0	     2
Actinobacillus pleuropneumoniae	0	0	0	0	     1
Actinobacillus equuli	0	0	0	0	     1
Avibacterium paragallinarum	0	0	0	0	     1
Bibersteinia trehalosi	0	0	0	0	     1
Vespertiliibacter pulmonis	0	0	0	0	     1
Rodentibacter heylii	0	0	0	0	     1
Rheinheimera sp. D18	0	0	0	0	    11
Thermochromatium tepidum	0	0	0	0	    21
Thiocystis violascens	0	0	0	0	     6
Allochromatium tepidum	0	0	0	0	     3
Allochromatium vinosum	0	0	0	0	     1
Nitrosococcus watsonii	0	0	0	0	     1
Acidihalobacter ferrooxydans	0	0	0	0	    16
Acidihalobacter aeolianus	0	0	0	0	     3
Ectothiorhodospira sp. BSL-9	0	0	0	0	     2
Spiribacter sp. 2438	0	0	0	0	     2
Wenzhouxiangella sp. AB-CW3	0	0	0	0	    12
Wenzhouxiangella marina	0	0	0	0	     3
Woeseia oceani	0	0	0	0	     2
Vibrio fluvialis	0	0	0	0	    10
Vibrio sp. SM1977	0	0	0	0	     2
Vibrio sp. B1FLJ16	0	0	0	0	     1
Vibrio sp. EJY3	0	0	0	0	     1
Vibrio sp. B1ASS3	0	0	0	0	     1
Vibrio alfacsensis	0	0	0	0	     6
Vibrio owensii	0	0	0	0	     2
Vibrio harveyi	0	0	0	0	     1
Vibrio rotiferianus	0	0	0	0	     1
Vibrio tubiashii	0	0	0	0	     2
Vibrio penaeicida	0	0	0	0	     2
Vibrio aphrogenes	0	0	0	0	     1
Vibrio metoecus	0	0	0	0	     1
Vibrio ponticus	0	0	0	0	     1
Vibrio spartinae	0	0	0	0	     1
Vibrio ziniensis	0	0	0	0	     1
Vibrio breoganii	0	0	0	0	     1
Vibrio crassostreae	0	0	0	0	     1
Vibrio chagasii	0	0	0	0	     1
Vibrio mimicus	0	0	0	0	     1
Vibrio tapetis	0	0	0	0	     1
Vibrio gazogenes	0	0	0	0	     1
Vibrio navarrensis	0	0	0	0	     1
Vibrio nigripulchritudo	0	0	0	0	     1
Thaumasiovibrio subtropicus	0	0	0	0	     2
Paraphotobacterium marinum	0	0	0	0	     2
Photobacterium profundum	0	0	0	0	     1
Aliivibrio fischeri	0	0	0	0	     1
Methylocaldum marinum	0	0	0	0	    19
Methylococcus capsulatus	0	0	0	0	    12
Methylococcus sp. EFPC2	0	0	0	0	     1
Methylococcus sp. Mc7	0	0	0	0	     1
Methylomicrobium album	0	0	0	0	    11
Methylomicrobium sp. wino1	0	0	0	0	     6
Methylomonas sp. LW13	0	0	0	0	     1
Methylomonas sp. DH-1	0	0	0	0	     1
Methylomonas methanica	0	0	0	0	     1
Candidatus Methylospira mobilis	0	0	0	0	     1
Methylotuvimicrobium buryatense	0	0	0	0	     1
Cellvibrio sp. PSBB006	0	0	0	0	    15
Agarilytica rhodophyticola	0	0	0	0	     3
Teredinibacter haidensis	0	0	0	0	     1
Teredinibacter purpureus	0	0	0	0	     1
Saccharophagus degradans	0	0	0	0	     1
Congregibacter litoralis	0	0	0	0	     3
Halioglobus japonicus	0	0	0	0	     1
Microbulbifer sp. A4B17	0	0	0	0	     1
Microbulbifer sp. ALW1	0	0	0	0	     1
Microbulbifer sp. THAF38	0	0	0	0	     1
Microbulbifer aggregans	0	0	0	0	     4
Microbulbifer hydrolyticus	0	0	0	0	     1
Oceanicoccus sagamiensis	0	0	0	0	     2
Sinimarinibacterium sp. NLF-5-8	0	0	0	0	    13
Steroidobacter denitrificans	0	0	0	0	     8
Salinisphaera sp. LB1	0	0	0	0	    39
Hydrogenovibrio marinus	0	0	0	0	     9
Piscirickettsia salmonis	0	0	0	0	     1
Thiosulfativibrio zosterae	0	0	0	0	     1
Thiosulfatimonas sediminis	0	0	0	0	     1
Francisella uliginis	0	0	0	0	     2
Francisella hispaniensis	0	0	0	0	     1
Francisella frigiditurris	0	0	0	0	     1
Thiothrix sp.	0	0	0	0	     1
Thiothrix sp. Ku-5	0	0	0	0	     1
Thiothrix unzii	0	0	0	0	     1
Thiothrix fructosivorans	0	0	0	0	     1
Legionella waltersii	0	0	0	0	     6
Legionella oakridgensis	0	0	0	0	     1
Legionella israelensis	0	0	0	0	     1
Legionella hackeliae	0	0	0	0	     1
Tatlockia micdadei	0	0	0	0	     1
Aquicella lusitana	0	0	0	0	     1
Aquicella siphonis	0	0	0	0	     1
Candidatus Rickettsiella viridis	0	0	0	0	     1
Acidiferrobacter sp. SPIII_3	0	0	0	0	     7
Bathymodiolus thermophilus thioautotrophic gill symbiont	0	0	0	0	     1
Candidatus Vesicomyosocius sp. SY067_SCS001	0	0	0	0	     1
Celerinatantimonas diazotrophica	0	0	0	0	     2
Pseudohongiella spirulinae	0	0	0	0	     2
Candidatus Thioglobus sp. NP1	0	0	0	0	     1
Orbus sp. IPMB12	0	0	0	0	     2
Gilliamella apicola	0	0	0	0	     1
Gilliamella sp. ESL0405	0	0	0	0	     1
Frischella perrara	0	0	0	0	     2
Variovorax sp. PBL-E5	0	0	0	0	    37
Variovorax sp. PMC12	0	0	0	0	    15
Polaromonas sp. E3S	0	0	0	0	     1
Polaromonas vacuolata	0	0	0	0	     9
Cupriavidus sp. USMAHM13	0	0	0	0	     5
Burkholderia diffusa	0	0	0	0	    16
Burkholderia territorii	0	0	0	0	     3
Burkholderia sp. Bp7605	0	0	0	0	    12
Burkholderia sp. THE68	0	0	0	0	     7
Burkholderia sp. LA-2-3-30-S1-D2	0	0	0	0	     2
Burkholderia sp. M701	0	0	0	0	     1
Burkholderia sp. MS455	0	0	0	0	     1
Burkholderia sp. PAMC 28687	0	0	0	0	     1
Burkholderia sp. BDU8	0	0	0	0	    12
Paraburkholderia ginsengisoli	0	0	0	0	    31
Paraburkholderia sp. Msb3	0	0	0	0	     3
Paraburkholderia acidophila	0	0	0	0	     3
Polynucleobacter sp. MWH-Aus1W21	0	0	0	0	     2
Polynucleobacter sp. JS-JIR-II-b4	0	0	0	0	     1
Polynucleobacter paneuropaeus	0	0	0	0	     1
Mycetohabitans rhizoxinica	0	0	0	0	     2
Janthinobacterium sp. B9-8	0	0	0	0	     1
Noviherbaspirillum sp. UKPF54	0	0	0	0	    39
Achromobacter sp. B7	0	0	0	0	     7
Achromobacter sp. ES-001	0	0	0	0	     2
Bordetella holmesii	0	0	0	0	     6
Bordetella genomosp. 6	0	0	0	0	     3
Bordetella pseudohinzii	0	0	0	0	     2
Castellaniella defragrans	0	0	0	0	    24
Pusillimonas sp. DMV24BSW_D	0	0	0	0	    19
Pusillimonas thiosulfatoxidans	0	0	0	0	     1
Advenella mimigardefordensis	0	0	0	0	     3
Paenalcaligenes hominis	0	0	0	0	     3
Sutterella faecalis	0	0	0	0	     2
Turicimonas muris	0	0	0	0	     2
Azoarcus communis	0	0	0	0	    31
Azoarcus pumilus	0	0	0	0	    26
Thauera hydrothermalis	0	0	0	0	    14
Neisseria dentiae	0	0	0	0	     9
Neisseria sp. ZJ785	0	0	0	0	     1
Neisseria chenwenguii	0	0	0	0	     1
Neisseria zalophi	0	0	0	0	     1
Neisseria wadsworthii	0	0	0	0	     1
Aquella oligotrophica	0	0	0	0	     3
Simonsiella muelleri	0	0	0	0	     1
Alysiella filiformis	0	0	0	0	     1
Chromobacterium sp. ATCC 53434	0	0	0	0	     6
Iodobacter fluviatilis	0	0	0	0	     1
Paludibacterium yongneupense	0	0	0	0	     9
Paludibacterium sp. B53371	0	0	0	0	     2
Aquitalea denitrificans	0	0	0	0	     1
Aquitalea sp. USM4	0	0	0	0	     1
Deefgea sp. D25	0	0	0	0	     3
Deefgea sp. D17	0	0	0	0	     2
Aquaspirillum sp. LM1	0	0	0	0	     1
Chitinibacter bivalviorum	0	0	0	0	     1
Methylotenera versatilis	0	0	0	0	     1
Candidatus Methylopumilus universalis	0	0	0	0	     1
Sulfurimicrobium lacus	0	0	0	0	     1
Ferrigenium kumadai	0	0	0	0	     2
Nitrosomonas ureae	0	0	0	0	     2
Melittangium boletus	0	0	0	0	    18
Geobacter bemidjiensis	0	0	0	0	    16
Geobacter sp. SVR	0	0	0	0	     1
Geobacter pickeringii	0	0	0	0	     7
Geobacter daltonii	0	0	0	0	     4
Geobacter sulfurreducens	0	0	0	0	     3
Geomonas sp. RG10	0	0	0	0	    32
Desulfuromonas sp. DDH964	0	0	0	0	    12
Desulfuromonas sp. AOP6	0	0	0	0	     1
Pelobacter propionicus	0	0	0	0	     1
Desulfovibrio sp. G11	0	0	0	0	     4
Desulfovibrio gigas	0	0	0	0	     6
Desulfovibrio desulfuricans	0	0	0	0	     3
Desulfovibrio piger	0	0	0	0	     3
Desulfovibrio alaskensis	0	0	0	0	     1
Desulfovibrio sulfodismutans	0	0	0	0	     1
Pseudodesulfovibrio indicus	0	0	0	0	    11
Pseudodesulfovibrio cashew	0	0	0	0	     4
Desulfomicrobium orale	0	0	0	0	     7
Desulfomicrobium baculatum	0	0	0	0	     1
Desulfohalobium retbaense	0	0	0	0	     1
Desulfonema limicola	0	0	0	0	     3
Desulfatibacillum aliphaticivorans	0	0	0	0	     4
Desulfobacter hydrogenophilus	0	0	0	0	     1
Desulfobacter postgatei	0	0	0	0	     1
Desulfobacula toluolica	0	0	0	0	     2
Desulfococcus multivorans	0	0	0	0	     1
Desulfotalea psychrophila	0	0	0	0	     1
Desulfopila sp. IMCC35005	0	0	0	0	     1
Desulfomonile tiedjei	0	0	0	0	     1
Syntrophus aciditrophicus	0	0	0	0	     1
Hippea maritima	0	0	0	0	     1
Campylobacter hyointestinalis	0	0	0	0	     7
Campylobacter sp. CCUG 57310	0	0	0	0	     3
Campylobacter iguaniorum	0	0	0	0	     2
Campylobacter sputorum	0	0	0	0	     1
Campylobacter cuniculorum	0	0	0	0	     1
Campylobacter lanienae	0	0	0	0	     1
Campylobacter pinnipediorum	0	0	0	0	     1
Arcobacter nitrofigilis	0	0	0	0	     8
Arcobacter anaerophilus	0	0	0	0	     1
Malaciobacter canalis	0	0	0	0	     2
Malaciobacter halophilus	0	0	0	0	     1
Malaciobacter molluscorum	0	0	0	0	     1
Malaciobacter pacificus	0	0	0	0	     1
Aliarcobacter butzleri	0	0	0	0	     1
Aliarcobacter lanthieri	0	0	0	0	     1
Halarcobacter bivalviorum	0	0	0	0	     1
Poseidonibacter lekithochrous	0	0	0	0	     1
Sulfurospirillum halorespirans	0	0	0	0	     1
Sulfurospirillum cavolei	0	0	0	0	     1
Sulfurospirillum sp. UCH001	0	0	0	0	     1
Helicobacter cinaedi	0	0	0	0	     1
Helicobacter heilmannii	0	0	0	0	     1
Sulfurimonas sp. GYSZ_1	0	0	0	0	     2
Sulfurimonas paralvinellae	0	0	0	0	     1
Sulfurimonas sediminis	0	0	0	0	     1
Sulfurovum sp. NBC37-1	0	0	0	0	     2
Sulfurovum indicum	0	0	0	0	     1
Nitratifractor salsuginis	0	0	0	0	     1
Nautilia profundicola	0	0	0	0	     1
Bacteriovorax stolpii	0	0	0	0	    12
Halobacteriovorax marinus	0	0	0	0	     1
Bdellovibrio bacteriovorus	0	0	0	0	     1
Silvanigrella aquatica	0	0	0	0	     1
Fluviispira sanaruensis	0	0	0	0	     1
Acidithiobacillus ferrivorans	0	0	0	0	     1
Acidithiobacillus ferridurans	0	0	0	0	     1
Tessaracoccus sp. MC1865	0	0	0	0	    38
Tessaracoccus sp. J1M15	0	0	0	0	     8
Tessaracoccus aquimaris	0	0	0	0	     1
Microlunatus sp. Gsoil 973	0	0	0	0	    13
Microlunatus soli	0	0	0	0	     9
Nocardioides sp. HY056	0	0	0	0	     4
Aeromicrobium erythreum	0	0	0	0	    39
Mumia sp. ZJ1417	0	0	0	0	    25
Corynebacterium sp. FDAARGOS 1242	0	0	0	0	    15
Corynebacterium sp. sy039	0	0	0	0	     6
Corynebacterium sp. 4H37-19	0	0	0	0	     6
Corynebacterium sp. L2-79-05	0	0	0	0	     3
Corynebacterium sp. 1959	0	0	0	0	     2
Corynebacterium frankenforstense	0	0	0	0	    33
Corynebacterium vitaeruminis	0	0	0	0	    23
Corynebacterium mycetoides	0	0	0	0	    21
Corynebacterium cystitidis	0	0	0	0	    12
Corynebacterium camporealensis	0	0	0	0	    10
Corynebacterium atypicum	0	0	0	0	    10
Corynebacterium silvaticum	0	0	0	0	     8
Corynebacterium renale	0	0	0	0	     7
Corynebacterium anserum	0	0	0	0	     6
Corynebacterium provencense	0	0	0	0	     5
Corynebacterium mustelae	0	0	0	0	     4
Corynebacterium argentoratense	0	0	0	0	     3
Corynebacterium rouxii	0	0	0	0	     3
Corynebacterium phocae	0	0	0	0	     3
Corynebacterium suranareeae	0	0	0	0	     2
Corynebacterium callunae	0	0	0	0	     2
Corynebacterium pseudotuberculosis	0	0	0	0	     2
Mycolicibacterium sp. TY66	0	0	0	0	     1
Mycolicibacterium pulveris	0	0	0	0	    17
Mycolicibacterium septicum	0	0	0	0	    12
Mycolicibacterium alvei	0	0	0	0	    11
Mycolicibacterium nivoides	0	0	0	0	     3
Mycolicibacterium duvalii	0	0	0	0	     2
Mycolicibacterium vanbaalenii	0	0	0	0	     1
Mycolicibacterium hassiacum	0	0	0	0	     1
Mycobacterium stomatepiae	0	0	0	0	    18
Mycobacterium heidelbergense	0	0	0	0	    16
Mycobacterium sp. QIA-37	0	0	0	0	    16
Mycobacterium sp. EPa45	0	0	0	0	     4
Mycobacterium marinum	0	0	0	0	     5
Mycobacterium ulcerans	0	0	0	0	     3
Mycobacterium heckeshornense	0	0	0	0	     2
Mycobacterium paraseoulense	0	0	0	0	     2
Mycobacterium xenopi	0	0	0	0	     1
Mycolicibacter sp. MYC101	0	0	0	0	     2
Mycolicibacter sinensis	0	0	0	0	     1
Mycobacteroides chelonae	0	0	0	0	    11
[Mycobacterium] stephanolepidis	0	0	0	0	     3
Hoyosella subflava	0	0	0	0	     7
Rhodococcus sp. WMMA185	0	0	0	0	    16
Rhodococcus sp. BH4	0	0	0	0	     6
Rhodococcus sp. LW-XY12	0	0	0	0	     5
Rhodococcus sp. R79	0	0	0	0	     3
Rhodococcus sp. ABRD24	0	0	0	0	     1
Rhodococcus opacus	0	0	0	0	    16
Rhodococcus aetherivorans	0	0	0	0	     6
Rhodococcus koreensis	0	0	0	0	     4
Rhodococcus pyridinivorans	0	0	0	0	     1
Gordonia sp. PDNC005	0	0	0	0	     8
Gordonia sp. 135	0	0	0	0	     4
Gordonia sp. 1D	0	0	0	0	     1
Gordonia iterans	0	0	0	0	     8
Gordonia alkanivorans	0	0	0	0	     6
Gordonia jinghuaiqii	0	0	0	0	     2
Micrococcus sp. 28	0	0	0	0	     3
Micrococcus sp. MG-2010-D12	0	0	0	0	     1
Kocuria sp. BT304	0	0	0	0	     8
Rothia terrae	0	0	0	0	   131
Rothia nasimurium	0	0	0	0	     3
Arthrobacter sp. StoSoilA2	0	0	0	0	    23
Arthrobacter sp. zg-ZUI122	0	0	0	0	    12
Arthrobacter sp. U41	0	0	0	0	    10
Arthrobacter sp. PGP41	0	0	0	0	     9
Arthrobacter sp. FB24	0	0	0	0	     5
Arthrobacter sp. PAMC25284	0	0	0	0	     4
Arthrobacter sp. StoSoilB22	0	0	0	0	     3
Arthrobacter sp. NicSoilC5	0	0	0	0	     2
Arthrobacter sp. UKPF54-2	0	0	0	0	     2
Arthrobacter sp. StoSoilB19	0	0	0	0	     1
Arthrobacter sp. YN	0	0	0	0	     1
Arthrobacter sp. Rue61a	0	0	0	0	     1
Arthrobacter alpinus	0	0	0	0	     5
Pseudarthrobacter sp. BIM B-2242	0	0	0	0	    15
Pseudarthrobacter sp. NIBRBAC000502772	0	0	0	0	     5
Pseudarthrobacter sp. NBSH8	0	0	0	0	     2
Pseudarthrobacter sulfonivorans	0	0	0	0	     1
Pseudarthrobacter psychrotolerans	0	0	0	0	     1
Psychromicrobium lacuslunae	0	0	0	0	    20
Glutamicibacter halophytocola	0	0	0	0	    12
Paenarthrobacter sp. YJN-D	0	0	0	0	    11
Paenarthrobacter sp. YJN-5	0	0	0	0	     2
Nesterenkonia sp. NBAIMH1	0	0	0	0	     5
Paeniglutamicibacter sp. Y32M11	0	0	0	0	     4
Renibacterium salmoninarum	0	0	0	0	     3
Microbacterium sp. CBA3102	0	0	0	0	     5
Microbacterium hominis	0	0	0	0	    30
Microbacterium fandaimingii	0	0	0	0	    11
Microbacterium protaetiae	0	0	0	0	     9
Microbacterium chengjingii	0	0	0	0	     7
Microbacterium paludicola	0	0	0	0	     1
Curtobacterium sp. SGAir0471	0	0	0	0	    18
Curtobacterium sp. Csp2	0	0	0	0	     9
Agromyces laixinhei	0	0	0	0	    55
Agromyces protaetiae	0	0	0	0	    11
Rathayibacter sp. VKM Ac-2762	0	0	0	0	     1
Cryobacterium sp.	0	0	0	0	    23
Leucobacter denitrificans	0	0	0	0	     7
Leucobacter coleopterorum	0	0	0	0	     1
Salinibacterium sp. ZJ450	0	0	0	0	     5
Plantibacter flavus	0	0	0	0	     2
Chryseoglobus indicus	0	0	0	0	     6
Subtercola sp. PAMC28395	0	0	0	0	     8
Candidatus Aquiluna sp. UB-MaderosW2red	0	0	0	0	     4
Aquiluna borgnonia	0	0	0	0	     2
Candidatus Rhodoluna planktonica	0	0	0	0	     1
Mycetocola sp. JXN-3	0	0	0	0	     5
Glaciihabitans sp. INWT7	0	0	0	0	     5
Aurantimicrobium sp. MWH-Mo1	0	0	0	0	     1
Aurantimicrobium sp. MWH-Uga1	0	0	0	0	     1
Agreia sp. COWG	0	0	0	0	     4
Diaminobutyricimonas sp. LJ205	0	0	0	0	     3
Pontimonas salivibrio	0	0	0	0	     2
Brevibacterium sp. YB235	0	0	0	0	    27
Brevibacterium sp. o2	0	0	0	0	     2
Brevibacterium siliguriense	0	0	0	0	     7
Dermabacter vaginalis	0	0	0	0	    11
Cellulomonas sp. JZ18	0	0	0	0	    32
Cellulomonas sp. H30R-01	0	0	0	0	    18
Paraoerskovia marina	0	0	0	0	     6
Pseudactinotalea sp. HY158	0	0	0	0	     5
Ornithinimicrobium sp. H23M54	0	0	0	0	    25
Ornithinimicrobium pratense	0	0	0	0	    17
Cellulosimicrobium sp. JZ28	0	0	0	0	    12
Cellulosimicrobium sp. TH-20	0	0	0	0	     7
Xylanimicrobium sp. FW10M-9	0	0	0	0	    15
Ruania sp. HY168	0	0	0	0	     5
Mobilicoccus sp. NJES-13	0	0	0	0	    10
Dermatophilus congolensis	0	0	0	0	     2
Streptomyces sp. C8S0	0	0	0	0	    16
Streptomyces sp. SUK 48	0	0	0	0	    14
Streptomyces sp. PBH53	0	0	0	0	    13
Streptomyces sp. CB09001	0	0	0	0	     7
Streptomyces sp. S1A1-7	0	0	0	0	     7
Streptomyces sp. NA03103	0	0	0	0	     4
Streptomyces sp. Go-475	0	0	0	0	     4
Streptomyces sp. WAC00288	0	0	0	0	     4
