species	MHS470	MHS524	MHS552	MHS566	MHS581
Streptomyces sp. SUK 48	0	     6	     5	    1	0
Streptomyces sp. WAC00288	0	     5	     1	0	0
Streptomyces sp. Tu 2975	0	     5	     6	    1	     1
Streptomyces sp. LBUM 1480	0	     5	     5	0	0
Streptomyces sp. CB00271	0	     5	     3	    1	    12
Streptomyces sp. NA02536	0	     4	0	0	0
Streptomyces sp. RPA4-2	0	     4	    21	0	0
Streptomyces sp. MOE7	0	     4	0	0	0
Streptomyces sp. NEAU-S7GS2	0	     3	     3	    2	     3
Streptomyces sp. KPB2	0	     3	0	0	     5
Streptomyces sp. TN58	0	     2	    19	    1	     8
Streptomyces sp. CFMR 7	0	     2	0	0	0
Streptomyces sp. endophyte_N2	0	     2	     1	0	0
Streptomyces sp. S1A1-7	0	     2	0	    4	0
Streptomyces sp. AgN23	0	     1	0	0	0
Streptomyces sp. 44414	0	     1	0	0	0
Streptomyces sp. FR-008	0	     1	0	0	0
Streptomyces sp. FR1	0	     1	0	0	0
Streptomyces sp. CB04723	0	     1	0	0	0
Streptomyces malaysiensis	0	     9	0	0	     1
Streptomyces rapamycinicus	0	     8	     6	    3	     4
Streptomyces solisilvae	0	     1	0	0	    12
Streptomyces qaidamensis	0	    13	     4	    2	    18
Streptomyces koyangensis	0	    10	     1	    5	    10
Streptomyces seoulensis	0	    31	    18	   12	    50
Streptomyces anulatus	0	    11	     1	    2	0
Streptomyces globisporus	0	     1	     7	    2	     3
Streptomyces pristinaespiralis	0	    19	     1	    5	     1
Streptomyces calvus	0	    19	0	    8	     7
Streptomyces gilvosporeus	0	    18	    12	    7	     1
Streptomyces kanamyceticus	0	    17	     1	    1	     6
Streptomyces paludis	0	    15	     4	    9	     9
Streptomyces globosus	0	    14	    17	    7	    11
Streptomyces bingchenggensis	0	    14	    11	    3	    11
Streptomyces griseorubiginosus	0	    12	     6	    1	     5
Streptomyces avermitilis	0	    11	     8	    1	     6
Streptomyces chromofuscus	0	    10	     4	    2	0
Streptomyces griseochromogenes	0	     9	     2	    2	     7
Streptomyces rutgersensis	0	     9	     4	0	     8
Streptomyces ferrugineus	0	     7	     8	    1	    13
Streptomyces pactum	0	     7	     1	    3	    13
Streptomyces cavourensis	0	     7	0	0	     2
Streptomyces platensis	0	     6	     1	    1	     1
Streptomyces ambofaciens	0	     6	0	    3	    15
Streptomyces viridosporus	0	     6	     4	0	    15
Streptomyces griseoviridis	0	     6	     1	    3	     3
Streptomyces ficellus	0	     6	     5	    2	     4
Streptomyces nodosus	0	     5	0	    3	0
Streptomyces incarnatus	0	     5	     4	    5	    24
Streptomyces albidoflavus	0	     4	     1	0	     1
Streptomyces collinus	0	     4	0	    2	     7
Streptomyces parvulus	0	     3	     3	    3	     6
Streptomyces alfalfae	0	     3	     1	    2	     7
Streptomyces noursei	0	     3	     1	0	     1
Streptomyces antimycoticus	0	     3	     1	    3	     1
Streptomyces xiamenensis	0	     1	0	0	0
Streptomyces fradiae	0	     1	0	    3	    11
Streptomyces coeruleorubidus	0	     1	     1	    4	     2
Streptomyces mirabilis	0	     1	0	0	0
Streptacidiphilus bronchialis	0	     8	     8	    3	    23
Pseudonocardia sp. EC080610-09	0	     6	0	0	0
Pseudonocardia sp. EC080625-04	0	     3	0	0	0
Amycolatopsis japonica	0	     5	     3	    3	     2
Saccharothrix espanaensis	0	    12	    12	    6	    11
Saccharomonospora glauca	0	    11	0	    1	     1
Saccharomonospora cyanea	0	     1	     3	    3	     2
Micromonospora sp. WMMC415	0	    12	     7	    4	    23
Micromonospora sp. L5	0	     1	0	    3	     2
Micromonospora terminaliae	0	    22	     5	    1	    11
Micromonospora sagamiensis	0	    18	     2	0	    14
Micromonospora craniellae	0	    11	     9	    7	     7
Micromonospora chokoriensis	0	    11	     9	    2	    18
Plantactinospora sp. BB1	0	    10	     3	0	     5
Plantactinospora sp. BC1	0	     6	0	0	     1
Thermomonospora curvata	0	    28	    11	   15	     7
Nocardiopsis sp. MT53	0	    14	    12	    5	    66
Nocardiopsis sp. HDS12	0	     2	0	    2	    17
Nocardiopsis dassonvillei	0	     9	    12	    5	     4
Actinomyces sp. HMT897	0	    10	0	0	0
Actinomyces sp. MAS-1	0	     3	     1	    1	0
Actinomyces sp. oral taxon 897	0	     1	     1	0	0
Actinomyces procaprae	0	     5	0	    2	     9
Actinomyces slackii	0	     4	0	    6	     4
Actinomyces gaoshouyii	0	     2	0	0	     8
Actinomyces lilanjuaniae	0	     1	0	    2	0
Actinomyces qiguomingii	0	     1	     1	    1	     1
Schaalia meyeri	0	    11	     2	    5	0
Schaalia sp. JY-X169	0	     1	0	0	     9
Flaviflexus sp. H23T48	0	    12	     6	0	     4
Flaviflexus sp. dk850	0	     1	0	0	0
Flaviflexus salsibiostraticola	0	     4	     2	    1	     4
Arcanobacterium sp. 2701	0	     6	0	    1	0
Arcanobacterium sp. JY-X040	0	     2	0	0	0
Arcanobacterium haemolyticum	0	     1	0	    3	0
Trueperella bialowiezensis	0	     3	0	    4	0
Trueperella pyogenes	0	     1	     1	0	     4
Actinobaculum sp. 313	0	     3	     6	0	0
Pauljensenia hongkongensis	0	     2	    13	0	     9
Bifidobacterium thermophilum	0	     8	    16	    1	     4
Bifidobacterium angulatum	0	     6	0	0	0
Bifidobacterium pullorum	0	     5	     3	0	     1
Bifidobacterium eulemuris	0	     4	     1	0	     7
Bifidobacterium longum	0	     2	    10	    1	     6
Bifidobacterium scardovii	0	     1	     3	    1	     4
Frankia sp. ArI3	0	     9	     5	    5	     1
Nakamurella sp. s14-144	0	     1	0	    2	0
Candidatus Planktophila dulcis	0	     8	0	    2	     7
Candidatus Planktophila vernalis	0	     7	     3	    7	     2
Candidatus Planktophila lacus	0	     2	0	0	     5
Candidatus Nanopelagicus hibericus	0	     1	0	0	0
Natronoglycomyces albus	0	    10	     1	    1	     2
Miltoncostaea marina	0	    27	    12	    2	     9
Olsenella sp. oral taxon 807	0	     4	     2	0	0
Olsenella timonensis	0	     8	     4	0	    11
Parolsenella massiliensis	0	     4	     1	    4	     1
Parolsenella catena	0	     3	0	0	0
Lancefieldella parvula	0	     3	     6	0	0
Parafannyhessea umbonata	0	     2	     4	0	     6
Eggerthella sp. YY7918	0	     1	0	0	0
Adlercreutzia equolifaciens	0	     7	0	    8	0
Denitrobacterium detoxificans	0	     2	0	    1	0
Staphylococcus nepalensis	0	    11	0	0	0
Staphylococcus sp. 11-B-312	0	     4	     2	    4	0
Staphylococcus sp. SB1-57	0	     1	     1	0	0
Staphylococcus arlettae	0	     2	    21	0	   100
Staphylococcus felis	0	     1	0	    1	0
Staphylococcus equorum	0	     1	    16	0	0
Staphylococcus simiae	0	     1	     1	0	     1
Staphylococcus xylosus	0	     1	     1	    7	0
Abyssicoccus albus	0	    19	0	0	0
Salinicoccus halodurans	0	     7	0	    1	0
Mammaliicoccus vitulinus	0	     2	     7	    3	0
Jeotgalicoccus sp. ATCC 8456	0	     4	0	0	     5
Paenibacillus sp. 32O-W	0	    13	0	0	     2
Paenibacillus sp. JZ16	0	     9	0	    5	0
Paenibacillus sp. BIHB4019	0	     8	     2	0	     1
Paenibacillus sp. URB8-2	0	     7	0	0	0
Paenibacillus sp. E222	0	     5	     3	0	     1
Paenibacillus sp. FSL H7-0737	0	     1	     1	0	0
Paenibacillus beijingensis	0	    14	0	0	     2
Paenibacillus agaridevorans	0	    10	0	    1	0
Paenibacillus lutimineralis	0	     7	0	0	0
Paenibacillus stellifer	0	     7	     4	0	0
Paenibacillus naphthalenovorans	0	     7	0	0	0
Paenibacillus sophorae	0	     6	0	0	0
Paenibacillus cellulositrophicus	0	     6	     1	    8	     1
Paenibacillus albus	0	     4	     1	0	     1
Paenibacillus thiaminolyticus	0	     4	     4	0	     1
Paenibacillus lycopersici	0	     4	0	0	0
Paenibacillus durus	0	     2	0	0	0
Paenibacillus baekrokdamisoli	0	     1	0	0	0
Paenibacillus polymyxa	0	     1	0	0	     2
Paenibacillus xylanexedens	0	     1	0	0	0
Paenibacillus donghaensis	0	     1	0	0	0
Paenibacillus borealis	0	     1	0	0	     5
Brevibacillus agri	0	   175	     5	    1	     8
Brevibacillus sp. SCSIO 07484	0	     5	     4	0	     1
Brevibacillus choshinensis	0	     3	0	    1	0
Cohnella sp. MFER-1	0	     1	0	    1	     3
Saccharibacillus brassicae	0	     6	0	0	     3
Aneurinibacillus soli	0	     1	     1	0	0
Bacillus sp. NSP9.1	0	     2	0	0	0
Bacillus sp. OxB-1	0	     1	0	0	0
Bacillus sp. BY2G20	0	     1	0	0	0
Bacillus sp. DSL-17	0	     1	0	0	0
Bacillus sp. FJAT-45348	0	     1	0	0	0
Bacillus halotolerans	0	     1	0	0	0
Bacillus paralicheniformis	0	     2	0	0	     1
Bacillus subtilis	0	     1	     1	    3	     4
Bacillus atrophaeus	0	     1	0	0	0
Bacillus thuringiensis	0	     1	0	    1	     1
Bacillus wiedmannii	0	     1	     1	    3	0
Bacillus paranthracis	0	     1	0	0	0
Bacillus haikouensis	0	     6	0	0	0
Geobacillus sp. E263	0	    19	0	0	     2
Geobacillus zalihae	0	     1	0	0	0
Lysinibacillus capsici	0	     4	0	0	0
Lysinibacillus sp. 2017	0	     1	0	0	0
Lysinibacillus sphaericus	0	     1	     1	0	0
Anoxybacillus flavithermus	0	     7	0	0	     1
Alkalihalobacillus halodurans	0	     3	     2	0	0
Alkalihalobacillus clausii	0	     1	0	0	0
Alkalihalobacillus pseudofirmus	0	     1	0	    3	     4
Fictibacillus phosphorivorans	0	     4	     1	0	0
Fictibacillus arsenicus	0	     1	0	    1	0
Sutcliffiella cohnii	0	     3	0	    1	0
Anaerobacillus isosaccharinicus	0	     4	     1	0	0
Lentibacillus sp. CBA3610	0	     3	     2	0	0
Cytobacillus oceanisediminis	0	     1	0	0	0
Peribacillus simplex	0	     1	0	0	0
Heyndrickxia vini	0	     1	0	0	0
Hydrogenibacillus sp. N12	0	     1	0	    3	     1
Brochothrix thermosphacta	0	     2	0	0	0
Gemella morbillorum	0	     1	0	    1	0
Kroppenstedtia pulmonis	0	    12	0	    1	     1
Staphylospora marina	0	     3	0	0	     5
Laceyella sacchari	0	     2	0	0	0
Polycladomyces abyssicola	0	     1	     4	0	0
Planococcus maritimus	0	     7	0	   12	     9
Planococcus glaciei	0	     2	0	0	     1
Planococcus sp. MB-3u-03	0	     1	0	0	0
Solibacillus sp. R5-41	0	     1	0	    1	0
Effusibacillus sp. skT53	0	     7	0	    3	     1
Kyrpidia spormannii	0	     1	0	0	0
Streptococcus sp. LPB0220	0	    30	     1	    1	     5
Streptococcus sp. A12	0	    15	    11	0	    31
Streptococcus sp. HSISM1	0	     9	     2	    5	     9
Streptococcus sp. oral taxon 431	0	     4	    24	    7	     1
Streptococcus sp. oral taxon 061	0	     1	    11	   15	     5
Streptococcus ilei	0	    21	0	0	    14
Streptococcus koreensis	0	    13	    22	0	     9
Streptococcus lactarius	0	    12	0	0	     5
Streptococcus rubneri	0	     8	     2	    1	0
Streptococcus mutans	0	     6	     1	0	0
Streptococcus intermedius	0	     5	0	    5	    12
Streptococcus australis	0	     4	    12	   11	    16
Streptococcus gwangjuense	0	     3	     1	    1	     7
Streptococcus lutetiensis	0	     2	0	0	0
Streptococcus dysgalactiae	0	     1	0	0	0
Streptococcus equi	0	     1	0	0	0
Streptococcus equinus	0	     2	0	0	0
Streptococcus suis	0	     1	     7	0	     6
Streptococcus pyogenes	0	     1	     1	    2	     1
Streptococcus halotolerans	0	     1	0	0	0
Lactococcus cremoris	0	    65	    69	   98	     8
Lactococcus allomyrinae	0	     3	0	    1	0
Limosilactobacillus fermentum	0	    95	    73	   88	    59
Limosilactobacillus pontis	0	     1	0	0	0
Lactobacillus crispatus	0	    18	    19	    1	0
Lactobacillus jensenii	0	     1	     1	0	0
Leuconostoc lactis	0	    10	0	0	0
Leuconostoc pseudomesenteroides	0	     4	0	0	0
Leuconostoc falkenbergense	0	     2	0	0	0
Levilactobacillus suantsaii	0	     2	0	0	0
Levilactobacillus brevis	0	     1	0	0	0
Fructilactobacillus fructivorans	0	     3	0	0	0
Weissella hellenica	0	     1	0	0	0
Lacticaseibacillus zeae	0	     1	     1	    4	0
Lacticaseibacillus manihotivorans	0	     1	0	0	0
Ligilactobacillus acidipiscis	0	     1	0	0	0
Ligilactobacillus saerimneri	0	     1	0	0	0
Companilactobacillus zhachilii	0	     1	0	0	0
Lentilactobacillus buchneri	0	     1	0	0	0
Paucilactobacillus oligofermentans	0	     1	0	0	     1
Loigolactobacillus backii	0	     1	0	0	0
Enterococcus faecalis	0	    45	    53	   63	    31
Enterococcus avium	0	     4	     4	    3	     1
Enterococcus sp. FDAARGOS_375	0	     2	0	0	0
Enterococcus rotai	0	     2	0	0	0
Vagococcus hydrophili	0	     2	     1	0	     1
Dolosigranulum pigrum	0	     3	0	    8	0
Carnobacterium maltaromaticum	0	     1	0	0	0
Clostridium bornimense	0	     2	0	0	0
Clostridium sp. SY8519	0	     1	0	0	0
Clostridium ljungdahlii	0	     1	0	0	0
Clostridium perfringens	0	     1	0	0	0
Sarcina sp. JB2	0	     1	0	    4	0
Hathewaya histolytica	0	     1	0	0	0
Blautia hansenii	0	    12	0	0	0
Blautia sp. SC05B48	0	     3	     2	0	     6
Blautia producta	0	     1	0	0	0
Anaerocolumna chitinilytica	0	    10	0	0	0
[Clostridium] hylemonae	0	     6	0	0	0
Lachnospira eligens	0	     4	     2	0	0
[Ruminococcus] torques	0	     4	     2	0	0
Anaerobutyricum hallii	0	     3	0	    1	0
Anaerostipes rhamnosivorans	0	     1	0	0	0
Dysosmobacter welbionis	0	     7	0	0	     2
Oscillibacter sp. MM35	0	     1	0	0	0
Oscillibacter sp. MM59	0	     1	     1	0	0
Oscillibacter sp. NSJ-62	0	     1	     1	0	     1
Oscillibacter valericigenes	0	     2	0	0	0
Thermoclostridium stercorarium	0	     4	0	0	0
Ruminiclostridium herbifermentans	0	     1	0	0	0
Ruminococcus bicirculans	0	     1	0	0	     1
Flintibacter sp. KGMB00164	0	     4	0	0	     6
Carboxydocella thermautotrophica	0	     1	0	0	0
Massilistercora timonensis	0	     1	0	0	0
Desulfotomaculum ruminis	0	     3	0	0	     1
Candidatus Formimonas warabiya	0	     3	0	0	0
Desulfitobacterium hafniense	0	     1	    13	0	0
Desulfosporosinus meridiei	0	     1	0	0	0
Candidatus Desulforudis audaxviator	0	     1	0	0	0
Heliomicrobium modesticaldum	0	     6	     1	0	     4
Christensenella sp. Marseille-P3954	0	     6	     1	0	0
Syntrophomonas wolfei	0	     3	0	0	0
Alkalibacter sp. ES005	0	     1	0	0	0
Caldicellulosiruptor kristjanssonii	0	     6	     1	    1	     6
Thermoanaerobacterium thermosaccharolyticum	0	     1	0	0	0
Gelria sp. Kuro-4	0	     2	0	0	0
Carboxydothermus hydrogenoformans	0	     1	0	0	0
Natranaerobius thermophilus	0	     2	0	0	0
Veillonella nakazawae	0	     6	    12	    7	0
Phascolarctobacterium sp. Marseille-Q4147	0	     3	0	    1	0
Pectinatus frisingensis	0	     1	0	    1	0
Selenomonas sp. oral taxon 126	0	     1	0	0	0
Parvimonas micra	0	     1	0	0	0
Sedimentibacter sp. zth1	0	     1	0	0	0
Bulleidia sp. zg-1006	0	     4	0	0	0
Faecalibaculum rodentium	0	     3	0	0	0
Erysipelothrix sp. HDW6B	0	     1	0	0	0
Limnochorda pilosa	0	     6	     1	    2	     1
Nostoc sp. TCL26-01	0	    17	0	0	     5
Nostoc sp. PCC 7524	0	     8	     2	0	     1
Nostoc sp. MS1	0	     7	0	0	0
Nostoc sp. 'Lobaria pulmonaria (5183) cyanobiont'	0	     5	0	0	0
Nostoc sp. CENA543	0	     5	0	0	0
Nostoc sp. C052	0	     4	     3	    1	     1
Nostoc sp. 'Peltigera membranacea cyanobiont' N6	0	     2	0	0	0
Nostoc sp. NIES-3756	0	     2	0	0	0
Nostoc sp. NIES-2111	0	     2	0	0	0
Nostoc sp. ATCC 53789	0	     1	0	0	0
Nostoc carneum	0	    15	0	0	0
Nostoc punctiforme	0	     5	0	0	0
Nostoc linckia	0	     4	0	0	     1
Nostoc edaphicum	0	     4	0	0	0
Nostoc sphaeroides	0	     4	0	0	0
Nostoc piscinale	0	     3	0	0	0
Richelia sinica	0	     5	0	0	0
Trichormus azollae	0	     5	0	0	0
Calothrix sp. NIES-2098	0	    10	0	    5	     5
Calothrix sp. PCC 6303	0	     5	0	    1	     1
Calothrix sp. NIES-3974	0	     2	0	    1	0
Calothrix sp. 336/3	0	     1	0	0	0
Brasilonema sennae	0	     2	     1	0	0
Dolichospermum flos-aquae	0	     6	0	0	0
Anabaenopsis circularis	0	     4	0	0	0
Fischerella sp. NIES-3754	0	     5	0	    1	0
Fischerella sp. NIES-4106	0	     5	     1	0	0
Rivularia sp. PCC 7116	0	     7	0	0	0
Tolypothrix sp. PCC 7910	0	     5	0	0	0
Synechococcus sp. CBW1108	0	     5	     1	    7	    13
Synechococcus sp. JA-2-3B'a(2-13)	0	     5	     1	0	0
Synechococcus sp. PCC 7502	0	     4	0	0	     1
Synechococcus sp. PCC 7336	0	     3	     6	0	0
Synechococcus sp. ROS8604	0	     3	0	0	0
Synechococcus sp. CB0101	0	     2	0	0	     1
Synechococcus sp. CBW1004	0	     1	     3	0	     1
Synechococcus sp. SYN20	0	     1	0	0	0
Synechococcus sp. BIOS-E4-1	0	     1	0	    3	0
Synechococcus sp. JA-3-3Ab	0	     1	0	0	0
Synechococcus sp. SynAce01	0	     1	0	0	     5
Synechococcus sp. MIT S9220	0	     1	0	    1	0
Cyanobium sp. NS01	0	     8	0	0	     3
Prochlorococcus marinus	0	     2	     1	0	0
Leptolyngbya sp. O-77	0	     4	0	    1	0
Leptolyngbya sp. BL0902	0	     1	0	0	     5
Leptolyngbya sp. NIES-3755	0	     1	0	    1	0
Leptolyngbya sp. 7M	0	     1	0	0	0
Pseudanabaena sp. PCC 7367	0	     1	0	0	0
Pseudanabaena sp. ABRG5-3	0	     1	0	0	0
Halomicronema hongdechloris	0	     2	0	0	     3
Oxynema aestuarii	0	     8	     1	0	     7
Microcoleus sp. PCC 7113	0	     3	     6	    1	0
Oscillatoria acuminata	0	     1	     9	0	0
Oscillatoria nigro-viridis	0	     1	0	    1	0
Moorea producens	0	     2	0	0	0
Crinalium epipsammum	0	     2	0	    1	0
[Phormidium] sp. ETS-05	0	     1	0	    1	0
Gloeocapsa sp. PCC 7428	0	     8	0	0	0
Geminocystis sp. NIES-3708	0	     1	0	    1	0
Stanieria sp. NIES-3757	0	     1	0	0	0
Gloeobacter kilaueensis	0	     1	0	    3	     3
Deinococcus sp. AJ005	0	     9	     2	    1	0
Deinococcus peraridilitoris	0	    14	     6	0	     4
Deinococcus ficus	0	     7	     6	    9	     5
Deinococcus geothermalis	0	     3	     9	0	0
Deinococcus metallilatus	0	     3	    20	    2	    13
Deinococcus puniceus	0	     2	     1	    1	0
Deinococcus proteolyticus	0	     1	0	    2	0
Deinococcus irradiatisoli	0	     1	     2	    1	     1
Meiothermus silvanus	0	    14	    17	    1	    25
Meiothermus ruber	0	     5	     6	    4	     5
Thermus oshimai	0	     4	0	0	     2
Thermus brockianus	0	     2	     1	0	     8
Oceanithermus profundus	0	     1	0	0	0
Truepera radiovictrix	0	    16	     9	0	     6
Thermomicrobium roseum	0	     1	     4	0	     5
Tepidiforma bonchosmolovskayae	0	     7	     1	    2	     3
Pelolinea submarina	0	     3	0	    4	    12
Chloroflexus aggregans	0	     1	0	0	0
Acholeplasma hippikon	0	     6	0	0	0
Mycoplasma putrefaciens	0	     1	0	0	0
Chryseobacterium balustinum	0	    11	     3	   15	     7
Chryseobacterium sp. StRB126	0	     4	     6	0	     4
Chryseobacterium sp. IHB B 17019	0	     1	     1	    3	    14
Chryseobacterium sp. D764	0	     1	0	0	0
Chryseobacterium carnipullorum	0	     2	     4	    4	    14
Chryseobacterium manosquense	0	     1	     9	   77	    10
Chryseobacterium aureum	0	     1	     6	   11	     1
Chryseobacterium joostei	0	     1	     2	    5	0
Chryseobacterium indoltheticum	0	     1	    11	    9	     6
Kaistella jeonii	0	     1	0	   17	    11
Ornithobacterium rhinotracheale	0	     1	0	    1	0
Flavobacterium sp. BB8	0	     9	     6	    1	    14
Flavobacterium sp. KI723T1	0	     8	0	    2	0
Flavobacterium sp. 140616W15	0	     3	0	0	0
Flavobacterium sp. CHNK8	0	     1	0	0	0
Flavobacterium sp. CLA17	0	     1	0	0	     7
Flavobacterium sp. LPB0248	0	     1	0	0	0
Flavobacterium sp. HYN0086	0	     1	0	    2	0
Flavobacterium crocinum	0	    12	     1	0	0
Flavobacterium faecale	0	     3	     2	    1	0
Flavobacterium johnsoniae	0	     2	     9	    4	    64
Flavobacterium inviolabile	0	     2	     1	    5	0
Flavobacterium columnare	0	     1	     3	    2	     7
Flavobacterium alkalisoli	0	     1	0	    1	     4
Polaribacter sp. Hel1_33_78	0	     1	0	0	0
Polaribacter haliotis	0	     2	0	0	     1
Polaribacter vadi	0	     1	0	    2	0
Aequorivita sp. KX20305	0	     6	0	0	     1
Flavivirga eckloniae	0	     4	0	    1	0
Myroides odoratus	0	     3	     2	0	0
Kordia sp. SMS9	0	     2	0	0	0
Kordia antarctica	0	     1	0	0	0
Formosa agariphila	0	     1	0	0	0
Costertonia aggregata	0	     1	0	0	0
Gramella forsetii	0	     1	0	0	0
Tenacibaculum todarodis	0	     1	0	0	0
Candidatus Walczuchella monophlebidarum	0	     1	0	0	0
Fluviicola taffensis	0	     1	0	0	0
Sphingobacterium multivorum	0	    41	   273	  193	   302
Sphingobacterium sp. B29	0	    19	    24	   25	    48
Sphingobacterium sp. CZ-2	0	     2	0	    3	0
Sphingobacterium daejeonense	0	     2	     1	    2	     6
Sphingobacterium siyangense	0	     2	    51	   63	    65
Olivibacter sp. LS-1	0	    26	0	0	    26
Pedobacter sp. eg	0	     3	0	    1	     2
Pedobacter sp. PACM 27299	0	     2	     2	    3	0
Pedobacter sp. G11	0	     1	0	0	0
Mucilaginibacter paludis	0	     1	0	    1	     1
Prevotella ruminicola	0	     4	0	    2	0
Prevotella sp. oral taxon 299	0	     3	     1	0	0
Prevotella sp. oral taxon 475	0	     1	0	0	0
Prevotella enoeca	0	     1	     1	    1	0
Paraprevotella xylaniphila	0	     5	     2	0	     4
Alistipes dispar	0	     8	0	    2	0
Alistipes communis	0	     3	0	    1	     1
Alistipes sp. dk3624	0	     2	0	0	     1
Bacteroides ovatus	0	     1	0	0	0
Bacteroides xylanisolvens	0	     1	0	0	0
Bacteroides helcogenes	0	     1	0	    1	0
Porphyromonas sp. oral taxon 275	0	     6	0	0	     7
Porphyromonas endodontalis	0	     1	     4	0	0
Parabacteroides distasonis	0	     2	0	0	0
Parabacteroides merdae	0	     1	0	0	0
Tannerella forsythia	0	     2	     3	    1	     1
Duncaniella dubosii	0	     3	0	0	0
Sodaliphilus pleomorphus	0	     3	0	0	0
Draconibacterium halophilum	0	     1	0	0	0
Hymenobacter sp. S2-20-2	0	     6	0	0	     3
Hymenobacter sp. DG25B	0	     5	     2	    1	     7
Hymenobacter sp. DG25A	0	     1	0	0	     7
Hymenobacter nivis	0	     9	     1	    2	0
Hymenobacter qilianensis	0	     2	0	0	0
Pontibacter actiniarum	0	     2	0	0	0
Rufibacter tibetensis	0	     1	0	0	     1
Spirosoma aerolatum	0	     3	0	    4	0
Spirosoma sp. KUDC1026	0	     2	0	0	    13
Spirosoma taeanense	0	     2	0	    1	     3
Runella sp. SP2	0	     5	0	0	     1
Fibrella aestuarina	0	     2	0	    4	0
Fibrella sp. ES10-3-2-2	0	     2	0	    1	     3
Dyadobacter fermentans	0	     3	     1	0	     5
Cytophaga hutchinsonii	0	     1	0	    4	0
Belliella baltica	0	     1	0	0	0
Niabella soli	0	     4	0	    1	0
Phnomibacter ginsenosidimutans	0	     3	     1	0	     5
Chitinophaga agri	0	     1	0	    1	0
Chitinophaga oryzae	0	     1	0	0	0
Pseudobacter ginsenosidimutans	0	     2	0	    2	     1
Flavisolibacter ginsenosidimutans	0	     1	     7	0	     3
Paraflavitalea soli	0	     1	0	0	     1
Rhodothermus marinus	0	     5	     1	    2	     4
Pelodictyon luteolum	0	     5	0	0	0
Chlorobaculum limnaeum	0	     1	0	    3	0
Prosthecochloris aestuarii	0	     1	0	0	0
Gemmatimonas phototrophica	0	     1	0	0	0
Gemmata massiliana	0	     5	     8	    2	    14
Gemmata sp. SH-PL17	0	     3	0	    8	     5
Tuwongella immobilis	0	     4	0	    9	0
Rosistilla ulvae	0	     4	0	0	0
Pirellula staleyi	0	     2	     5	0	     1
Rubripirellula lacrimiformis	0	     1	0	    1	     1
Pirellulimonas nuda	0	    10	     3	    9	    13
Aeoliella mucimassa	0	     2	     9	    9	     1
Thermogutta terrifontis	0	     1	0	0	     1
Isosphaera pallida	0	    21	     1	0	     3
Planctomyces sp. SH-PL14	0	    10	     8	0	    12
Gimesia maris	0	     3	0	0	0
Gimesia chilikensis	0	     3	     4	    9	0
Gimesia algae	0	     2	0	0	0
Rubinisphaera brasiliensis	0	     6	0	0	     1
Calycomorphotria hydatis	0	     6	0	0	0
Alienimonas californiensis	0	     5	     2	0	     1
Symmachiella dynata	0	     5	0	    2	0
Thalassoglobus polymorphus	0	     3	     1	0	     1
Planctopirus ephydatiae	0	     1	0	0	0
Polystyrenella longa	0	     1	0	0	0
Phycisphaera mikurensis	0	     6	    11	0	    19
Anaerohalosphaera lusitana	0	     2	0	0	0
Ereboglobus luteus	0	     5	     3	0	     6
Oleiharenicola sp. KSB-15	0	     5	0	    1	0
Nibricoccus aquaticus	0	     3	     4	0	    13
Ruficoccus sp. ZRK36	0	     4	0	    1	     1
Verrucomicrobium spinosum	0	     8	     3	   12	     1
Verrucomicrobium sp. GAS474	0	     5	     1	    1	    13
Roseimicrobium sp. ORNL1	0	     6	     1	0	     3
Luteolibacter luteus	0	     4	     9	    4	     8
Granulicella sp. 5B5	0	     4	     2	    5	     8
Granulicella sp. WH15	0	     4	     4	    1	0
Terriglobus albidus	0	     7	0	0	     3
Edaphobacter sp. 12200R-103	0	     4	0	    3	0
Acidobacterium capsulatum	0	     2	0	    4	     3
Spirochaeta thermophila	0	    11	0	    1	     1
Treponema azotonutricium	0	     3	0	0	0
Treponema phagedenis	0	     2	0	0	0
Treponema succinifaciens	0	     1	0	0	0
Breznakiella homolactica	0	     1	0	0	     1
Borrelia crocidurae	0	     1	0	0	0
Leptospira biflexa	0	    18	0	0	0
Leptospira santarosai	0	     1	0	0	     1
Brachyspira murdochii	0	     5	0	0	0
Candidatus Nitrospira inopinata	0	    22	     6	    1	     8
Nitrospira sp. KM1	0	     2	0	    3	     7
Leptotrichia hongkongensis	0	     3	0	0	0
Leptotrichia hofstadii	0	     1	0	    1	0
Pseudoleptotrichia goodfellowii	0	     2	0	0	0
Fusobacterium nucleatum	0	     2	     3	    1	     6
Fusobacterium ulcerans	0	     1	0	0	0
Candidatus Nanosynbacter lyticus	0	     8	0	    7	0
Atribacter laminatus	0	     5	0	0	0
Acetomicrobium mobile	0	     1	0	0	0
Cloacibacillus porcorum	0	     1	0	0	0
Thermosipho africanus	0	     1	0	0	0
Malassezia pachydermatis	0	    12	0	    4	    14
Malassezia dermatis	0	    11	     3	  430	0
Malassezia slooffiae	0	     4	    11	   10	    21
Malassezia nana	0	     4	     1	0	0
Malassezia caprae	0	     4	0	    1	0
Malassezia vespertilionis	0	     1	     5	0	0
Ustilago maydis	0	     9	0	    2	     6
Cryptococcus neoformans	0	     3	     8	    5	     4
Rhizoctonia solani	0	     2	     2	0	     2
Thermothelomyces thermophilus	0	    11	    14	    6	     7
Neurospora crassa	0	     4	     2	    6	     4
Pyricularia oryzae	0	     8	     2	0	     3
