PAG	DNF11_0001	Pregnancy-associated glycoprotein
THS1	DNF11_3076	Threonine--tRNA ligase, cytoplasmic
RRD1	DNF11_3077	Serine/threonine-protein phosphatase 2A activator 1
	DNF11_3078	Glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial
SEC17	DNF11_3079	Vesicular-fusion protein SEC17
NDUFAF5	DNF11_3080	NADH dehydrogenase [ubiquinone
NUT1	DNF11_3081	Mediator of RNA polymerase II transcription subunit 5
pkiA	DNF11_3082	Pyruvate kinase
	DNF11_3083	Antibiotic biosynthesis monooxygenase
	DNF11_3084	hypothetical protein
	DNF11_3085	hypothetical protein
	DNF11_3086	tRNA delta(2)-isopentenylpyrophosphate transferase
LYS4	DNF11_3087	Homoaconitase, mitochondrial
ilv-2	DNF11_3088	Ketol-acid reductoisomerase, mitochondrial
	DNF11_3089	uncharacterized protein
ITC1	DNF11_3090	Imitation switch two complex protein 1
rutD	DNF11_3091	Putative aminoacrylate hydrolase RutD
smndc1	DNF11_3092	Survival of motor neuron-related-splicing factor30
RPL31	DNF11_3093	60S ribosomal protein L31
tuf1	DNF11_3094	Elongation factor Tu, mitochondrial
SPT5	DNF11_3095	Transcription elongation factor SPT5
esf1	DNF11_3096	Pre-rRNA-processing protein esf1
PPM1K	DNF11_3097	Protein phosphatase 1K, mitochondrial
Rbmx2	DNF11_3098	RNA-binding motif protein, X-linked 2
atp6v1c1	DNF11_3099	V-type proton ATPase subunit C 1
Trpt1	DNF11_3100	tRNA 2'-phosphotransferase 1
	DNF11_3101	Thymidylate synthase
	DNF11_3102	putative glutamate--tRNA ligase, cytoplasmic
smd2	DNF11_3103	Small nuclear ribonucleoprotein Sm D2
fox-2	DNF11_3104	(3R)-3-hydroxyacyl-CoA dehydrogenase
NDUFA12	DNF11_3105	NADH dehydrogenase [ubiquinone
Pbdc1	DNF11_3106	Protein PBDC1
	DNF11_3107	Asparagine synthetase domain-containing protein C4F6.11c
	DNF11_3108	hypothetical protein
	DNF11_3109	hypothetical protein
mnmE	DNF11_3110	tRNA modification GTPase MnmE
	DNF11_3111	hypothetical protein
PPE1	DNF11_3112	Protein phosphatase methylesterase 1
	DNF11_3113	hypothetical protein
	DNF11_3114	uncharacterized protein
plcN_7	DNF11_3115	Non-hemolytic phospholipase C
	DNF11_3116	Reverse transcriptase (RNA-dependent DNA polymerase)
	DNF11_3117	hypothetical protein
	DNF11_3118	hypothetical protein
	DNF11_3119	hypothetical protein
	DNF11_3120	hypothetical protein
	DNF11_3121	uncharacterized protein
TGL2	DNF11_3122	Lipase 2
Slc24a6	DNF11_3123	Sodium/potassium/calcium exchanger 6, mitochondrial
DSCC1	DNF11_3124	Sister chromatid cohesion protein DCC1
	DNF11_3125	hypothetical protein
psf-1	DNF11_3126	DNA replication complex GINS protein psf-1
	DNF11_3127	Tubulin-specific chaperone B
	DNF11_3128	hypothetical protein
ergic3	DNF11_3129	Endoplasmic reticulum-Golgi intermediate compartment protein 3
nuo-49	DNF11_3130	NADH-ubiquinone oxidoreductase 49 kDa subunit, mitochondrial
BRD8	DNF11_3131	Bromodomain-containing protein 8
PRMT13	DNF11_3132	putative histone-arginine methyltransferase 1.3
NAT10	DNF11_3133	N-acetyltransferase 10
	DNF11_3134	hypothetical protein
tal1	DNF11_3135	Transaldolase
mrs2	DNF11_3136	Mitochondrial inner membrane magnesium transporter mrs2
mug80	DNF11_3137	Meiotically up-regulated gene 80 protein
	DNF11_3138	uncharacterized protein
Tceb3	DNF11_3139	Transcription elongation factor B polypeptide 3
MDM34	DNF11_3140	Mitochondrial distribution and morphology protein 34
	DNF11_3141	hypothetical protein
HIR1	DNF11_3142	Protein HIR1
	DNF11_3143	uncharacterized protein
	DNF11_3144	putative hydroxyacylglutathione hydrolase C13B11.03c
RPA12	DNF11_3145	DNA-directed RNA polymerase I subunit RPA12
	DNF11_3146	uncharacterized protein
SLC25A20	DNF11_3147	Mitochondrial carnitine/acylcarnitine carrier protein
	DNF11_3148	uncharacterized protein
TPO3	DNF11_3149	Polyamine transporter 3
MYBL2	DNF11_3150	Myb-related protein B
TRA1	DNF11_3151	Transcription-associated protein 1
pik1	DNF11_3152	Phosphatidylinositol 4-kinase pik1
mfs2_1	DNF11_3153	putative transporter mfs2
SNF7	DNF11_3154	Vacuolar-sorting protein SNF7
mfs2_2	DNF11_3155	putative transporter mfs2
l2hgdh	DNF11_3156	L-2-hydroxyglutarate dehydrogenase, mitochondrial
ERB1	DNF11_3157	Ribosome biogenesis protein ERB1
Srprb	DNF11_3158	Signal recognition particle receptor subunit beta
Naalad2	DNF11_3159	N-acetylated-alpha-linked acidic dipeptidase 2
PRP46	DNF11_3160	Pre-mRNA-splicing factor PRP46
	DNF11_3161	SDO1-like protein C21C3.19
	DNF11_3162	hypothetical protein
	DNF11_3163	hypothetical protein
maspS	DNF11_3164	Aspartate--tRNA ligase, mitochondrial
pkaR	DNF11_3165	cAMP-dependent protein kinase regulatory subunit
atp-7	DNF11_3166	ATP synthase subunit d, mitochondrial
	DNF11_3167	hypothetical protein
RPS25A	DNF11_3168	40S ribosomal protein S25-A
cdc4	DNF11_3169	Myosin regulatory light chain cdc4
IVY1	DNF11_3170	Protein IVY1
CL065	DNF11_3171	uncharacterized protein
FHL1	DNF11_3172	Pre-rRNA-processing protein FHL1
RPS1	DNF11_3173	40S ribosomal protein S1
sfh1	DNF11_3174	Chromatin structure-remodeling complex subunit sfh1
srp2	DNF11_3175	Pre-mRNA-splicing factor srp2
	DNF11_3176	hypothetical protein
fmn1	DNF11_3177	Riboflavin kinase
thrc	DNF11_3178	Threonine synthase
HET-E1_2	DNF11_3179	Vegetative incompatibility protein HET-E-1
rbsK	DNF11_3180	Ribokinase
L7rn6	DNF11_3181	Protein Hikeshi
	DNF11_3182	uncharacterized protein
tvp38	DNF11_3183	Golgi apparatus membrane protein tvp38
	DNF11_3184	Putative 37S ribosomal protein S26A, mitochondrial
	DNF11_3185	Nucleoporin protein Ndc1-Nup
mcm7	DNF11_3186	DNA replication licensing factor mcm7
	DNF11_3187	hypothetical protein
Pxn	DNF11_3188	Paxillin
	DNF11_3189	hypothetical protein
alp6	DNF11_3190	Spindle pole body component alp6
	DNF11_3191	hypothetical protein
xdhA	DNF11_3192	D-xylulose reductase A
rhb1	DNF11_3193	GTP-binding protein rhb1
gyp10	DNF11_3194	GTPase-activating protein gyp10
ret3	DNF11_3195	putative coatomer subunit zeta
rng2	DNF11_3196	Ras GTPase-activating-like protein rng2
	DNF11_3197	hypothetical protein
fic1	DNF11_3198	Ingression protein fic1
COA5	DNF11_3199	Cytochrome c oxidase assembly factor 5
	DNF11_3200	hypothetical protein
mlhB	DNF11_3201	Monoterpene epsilon-lactone hydrolase
	DNF11_3202	uncharacterized protein
hem-1	DNF11_3203	5-aminolevulinate synthase, mitochondrial
MRP2	DNF11_3204	37S ribosomal protein MRP2, mitochondrial
img1	DNF11_3205	54S ribosomal protein subunit img1, mitochondrial
not3	DNF11_3206	General negative regulator of transcription subunit 3
	DNF11_3207	hypothetical protein
ARHGAP22	DNF11_3208	Rho GTPase-activating protein 22
snu66	DNF11_3209	U4/U6.U5 tri-snRNP-associated protein snu66
ppk14	DNF11_3210	Serine/threonine-protein kinase ppk14
ATG1	DNF11_3211	Serine/threonine-protein kinase ATG1
	DNF11_3212	uncharacterized protein
	DNF11_3213	hypothetical protein
TRAPPC2L	DNF11_3214	Trafficking protein particle complex subunit 2-like protein
	DNF11_3215	uncharacterized protein
NDUFB9	DNF11_3216	NADH dehydrogenase [ubiquinone
CUE1	DNF11_3217	Coupling of ubiquitin conjugation to ER degradation protein 1
ARHGDIA	DNF11_3218	Rho GDP-dissociation inhibitor 1
	DNF11_3219	uncharacterized protein
SUP35	DNF11_3220	Eukaryotic peptide chain release factor GTP-binding subunit
dad1	DNF11_3221	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit dad1
Dusp12	DNF11_3222	Dual specificity protein phosphatase 12
ybiA	DNF11_3223	Swarming motility protein YbiA
rps7	DNF11_3224	40S ribosomal protein S7
MET10	DNF11_3225	Sulfite reductase [NADPH
	DNF11_3226	uncharacterized protein
eth-1	DNF11_3227	S-adenosylmethionine synthase
	DNF11_3228	Putative 37S ribosomal protein S4-like protein
ptr2	DNF11_3229	putative peptide transporter ptr2
	DNF11_3230	hypothetical protein
scd2	DNF11_3231	Protein scd2/ral3
asl1_2	DNF11_3232	Alkali-sensitive linkage protein 1
	DNF11_3233	uncharacterized protein
Ap3m1	DNF11_3234	AP-3 complex subunit mu-1
tho2	DNF11_3235	THO complex subunit 2
TIM9	DNF11_3236	Mitochondrial import inner membrane translocase subunit TIM9
TIF6	DNF11_3237	Eukaryotic translation initiation factor 6
sec71	DNF11_3238	Protein transport protein sec71
RRP8	DNF11_3239	25S rRNA (adenine(645)-N(1))-methyltransferase
	DNF11_3240	hypothetical protein
nip7	DNF11_3241	60S ribosome subunit biogenesis protein nip7
	DNF11_3242	uncharacterized protein
RRP36	DNF11_3243	rRNA biogenesis protein RRP36
CHMP6	DNF11_3244	Charged multivesicular body protein 6
isu1	DNF11_3245	Iron sulfur cluster assembly protein 1, mitochondrial
mtdH	DNF11_3246	NADP-dependent mannitol dehydrogenase
mrpl19	DNF11_3247	54S ribosomal protein L19, mitochondrial
ENP2	DNF11_3248	Ribosome biogenesis protein ENP2
PAB1_1	DNF11_3249	Proteasome subunit alpha type-2-A
	DNF11_3250	uncharacterized protein
ppk16	DNF11_3251	Serine/threonine-protein kinase ppk16
Aldh3a1	DNF11_3252	Aldehyde dehydrogenase, dimeric NADP-preferring
tcg1	DNF11_3253	Single-stranded TG1-3 DNA-binding protein
atf1	DNF11_3254	Transcription factor atf1
hsp104	DNF11_3255	Heat shock protein 104
RBBP5	DNF11_3256	Retinoblastoma-binding protein 5
	DNF11_3257	hypothetical protein
TBC1D13	DNF11_3258	TBC1 domain family member 13
SLC1	DNF11_3259	putative 1-acyl-sn-glycerol-3-phosphate acyltransferase
gtb1	DNF11_3260	Glucosidase 2 subunit beta
trappc2	DNF11_3261	Trafficking protein particle complex subunit 2
mybL	DNF11_3262	Myb-like protein L
HBS1L	DNF11_3263	HBS1-like protein
	DNF11_3264	hypothetical protein
lys12	DNF11_3265	Homoisocitrate dehydrogenase
	DNF11_3266	DNA replication factor CDT1 like protein
	DNF11_3267	hypothetical protein
	DNF11_3268	hypothetical protein
	DNF11_3269	hypothetical protein
	DNF11_3270	hypothetical protein
	DNF11_3271	hypothetical protein
ptr3	DNF11_3272	Ubiquitin-activating enzyme E1 1
	DNF11_3273	hypothetical protein
rpc1	DNF11_3274	DNA-directed RNA polymerase III subunit rpc1
gar2	DNF11_3275	Protein gar2
hmp	DNF11_3276	Flavohemoprotein
TRAPPC8	DNF11_3277	Trafficking protein particle complex subunit 8
asa1	DNF11_3278	ASTRA-associated protein 1
	DNF11_3279	Histidine protein methyltransferase 1
lsm1	DNF11_3280	U6 snRNA-associated Sm-like protein LSm1
	DNF11_3281	LETM1-like protein
asp1	DNF11_3282	Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase
	DNF11_3283	hypothetical protein
bot1	DNF11_3284	37S ribosomal protein S35, mitochondrial
cwh43	DNF11_3285	Protein cwh43
	DNF11_3286	hypothetical protein
HSD17B4	DNF11_3287	Enoyl-CoA hydratase 2
pal1	DNF11_3288	Protein pal1
	DNF11_3289	hypothetical protein
	DNF11_3290	hypothetical protein
	DNF11_3291	putative N6-adenosine-methyltransferase MT-A70-like protein
	DNF11_3292	uncharacterized protein
	DNF11_3293	Protein involved in regulation of cellular morphogenesis/cytokinesis
	DNF11_3294	Thioredoxin Y, chloroplastic
RPA43	DNF11_3295	DNA-directed RNA polymerase I subunit RPA43
spi1	DNF11_3296	GTP-binding nuclear protein spi1
rrn3	DNF11_3297	RNA polymerase I-specific transcription initiation factor rrn3
AP-2alpha	DNF11_3298	AP-2 complex subunit alpha
rad24	DNF11_3299	DNA damage checkpoint protein rad24
sut1_2	DNF11_3300	General alpha-glucoside permease
	DNF11_3301	putative small nuclear ribonucleoprotein F
DCN1	DNF11_3302	Defective in cullin neddylation protein 1
nop14	DNF11_3303	putative nucleolar complex protein 14
Ndufa13	DNF11_3304	NADH dehydrogenase [ubiquinone
vps41	DNF11_3305	Vacuolar protein sorting-associated protein 41
NUPL2	DNF11_3306	Nucleoporin-like protein 2
mrpl7	DNF11_3307	putative 54S ribosomal protein L7, mitochondrial
rps24b	DNF11_3308	40S ribosomal protein S24-B
AIFM2	DNF11_3309	Apoptosis-inducing factor 2
	DNF11_3310	ER membrane protein complex subunit 4
	DNF11_3311	uncharacterized protein
	DNF11_3312	uncharacterized protein
UGDH	DNF11_3313	UDP-glucose 6-dehydrogenase
	DNF11_3314	TFIIIC subunit
Sap30bp	DNF11_3315	SAP30-binding protein
exo1	DNF11_3316	Exodeoxyribonuclease 1
smd1	DNF11_3317	Small nuclear ribonucleoprotein Sm D1
	DNF11_3318	Ribose-phosphate pyrophosphokinase 2
	DNF11_3319	Oestrogen-responsive protein Fam102A-B
SOF1	DNF11_3320	Protein SOF1
dpm1	DNF11_3321	Dolichol-phosphate mannosyltransferase
HADH	DNF11_3322	Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial
	DNF11_3323	uncharacterized protein
rpl-28	DNF11_3324	60S ribosomal protein L28
rps20	DNF11_3325	40S ribosomal protein S20
	DNF11_3326	uncharacterized protein
	DNF11_3327	hypothetical protein
chl1	DNF11_3328	ATP-dependent RNA helicase chl1
GFA1	DNF11_3329	Glutamine-fructose-6-phosphate aminotransferase
BRCA2	DNF11_3330	Breast cancer type 2 susceptibility protein
plo1	DNF11_3331	Serine/threonine-protein kinase plo1
CSAD	DNF11_3332	Cysteine sulfinic acid decarboxylase
	DNF11_3333	hypothetical protein
pri1	DNF11_3334	DNA primase small subunit
	DNF11_3335	Regulator of Vps4 activity in the MVB pathway
	DNF11_3336	PH domain protein
ssb1	DNF11_3337	Replication factor A protein 1
	DNF11_3338	hypothetical protein
rpl10b	DNF11_3339	60S ribosomal protein L10-B
PEX13	DNF11_3340	Peroxisomal membrane protein PEX13
MSW1	DNF11_3341	Tryptophan--tRNA ligase, mitochondrial
nhp2	DNF11_3342	H/ACA ribonucleoprotein complex subunit 2
cyb5d2	DNF11_3343	Neuferricin
car2	DNF11_3344	Ornithine aminotransferase car2
NUC1	DNF11_3345	Mitochondrial nuclease
	DNF11_3346	uncharacterized protein
Plaa	DNF11_3347	Phospholipase A-2-activating protein
tor2	DNF11_3348	Phosphatidylinositol 3-kinase tor2
msh6	DNF11_3349	DNA mismatch repair protein msh6
ssp2	DNF11_3350	SNF1-like protein kinase ssp2
pct1	DNF11_3351	mRNA-capping enzyme subunit beta
	DNF11_3352	S-methyl-5'-thioadenosine phosphorylase
TIM54	DNF11_3353	Mitochondrial import inner membrane translocase subunit TIM54
rrp46	DNF11_3354	Exosome complex component rrp46
	DNF11_3355	Putative glutamine amidotransferase-like proteinC13C5.04
Ap3d1	DNF11_3356	AP-3 complex subunit delta-1
	DNF11_3357	ubiquinone/menaquinone biosynthesis methyltransferase
	DNF11_3358	Secretory pathway protein Sec39
PBRM1	DNF11_3359	Protein polybromo-1
SCAMP3	DNF11_3360	Secretory carrier-associated membrane protein 3
CDC10	DNF11_3361	Cell division control protein 10
atp2	DNF11_3362	ATP synthase subunit beta, mitochondrial
	DNF11_3363	hypothetical protein
VTS1	DNF11_3364	Protein VTS1
	DNF11_3365	Formyltetrahydrofolate synthetase
ncb2	DNF11_3366	Negative cofactor 2 complex subunit beta
aroG	DNF11_3367	Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive
Kif21a	DNF11_3368	Kinesin-like protein KIF21A
PAC1_2	DNF11_3369	Nuclear distribution protein PAC1
dpb4	DNF11_3370	DNA polymerase epsilon subunit D
Kat7	DNF11_3371	Histone acetyltransferase KAT7
myo2	DNF11_3372	Myosin type-2 heavy chain 1
fan1	DNF11_3373	Fanconi-associated nuclease 1
	DNF11_3374	hypothetical protein
	DNF11_3375	hypothetical protein
ERV25	DNF11_3376	Endoplasmic reticulum vesicle protein 25
	DNF11_3377	hypothetical protein
grs1	DNF11_3378	Putative glycine--tRNA ligase
FMP25	DNF11_3379	Protein FMP25, mitochondrial
YPR1	DNF11_3380	Putative reductase 1
GCY1_1	DNF11_3381	Protein GCY
GCY1_2	DNF11_3382	Protein GCY
suc1	DNF11_3383	Cyclin-dependent kinases regulatory subunit
mcmbp	DNF11_3384	Mini-chromosome maintenance complex-binding protein
PRM1	DNF11_3385	Plasma membrane fusion protein PRM1
cut3	DNF11_3386	Structural maintenance of chromosomes protein 4
ZKSCAN3	DNF11_3387	Zinc finger protein with KRAB and SCAN domains 3
URA9	DNF11_3388	Dihydroorotate dehydrogenase (quinone), mitochondrial
NAA38	DNF11_3389	N-alpha-acetyltransferase 38, NatC auxiliary subunit
ERG6	DNF11_3390	Sterol 24-C-methyltransferase
ASF1	DNF11_3391	Histone chaperone ASF1
DUS4L	DNF11_3392	tRNA-dihydrouridine(20a/20b) synthase [NAD(P)+
nr2c2ap	DNF11_3393	Nuclear receptor 2C2-associated protein
	DNF11_3394	hypothetical protein
VPS10	DNF11_3395	Vacuolar protein sorting/targeting protein 10
RLM1	DNF11_3396	Transcription factor RLM1
	DNF11_3397	RNase P subunit Pop3
LTE1	DNF11_3398	Guanine nucleotide exchange factor LTE1
	DNF11_3399	hypothetical protein
slc35b4	DNF11_3400	UDP-xylose and UDP-N-acetylglucosamine transporter
ARE2	DNF11_3401	Sterol O-acyltransferase 2
ngdn	DNF11_3402	Neuroguidin
DNM1	DNF11_3403	Dynamin-related protein DNM1
ATP1	DNF11_3404	ATP synthase subunit alpha, mitochondrial
	DNF11_3405	50S ribosomal protein L21
ppt1	DNF11_3406	Serine/threonine-protein phosphatase T
hob3	DNF11_3407	Protein hob3
CHMP5	DNF11_3408	Charged multivesicular body protein 5
	DNF11_3409	uncharacterized protein
	DNF11_3410	hypothetical protein
Pxmp4	DNF11_3411	Peroxisomal membrane protein 4
CDC28	DNF11_3412	Cyclin-dependent kinase 1
nup40	DNF11_3413	Nucleoporin nup40
GUK1	DNF11_3414	Guanylate kinase
SSZ1	DNF11_3415	Ribosome-associated complex subunit SSZ1
prp40	DNF11_3416	Pre-mRNA-processing protein prp40
U2af50	DNF11_3417	Splicing factor U2AF 50 kDa subunit
CLA4	DNF11_3418	Serine/threonine-protein kinase CLA4
Arpc5	DNF11_3419	Actin-related protein 2/3 complex subunit 5
	DNF11_3420	Putative alpha,alpha-trehalose-phosphate synthase [UDP-forming
MPS1	DNF11_3421	Serine/threonine-protein kinase MPS1
rpb7	DNF11_3422	DNA-directed RNA polymerase II subunit rpb7
	DNF11_3423	hypothetical protein
ZC3H3	DNF11_3424	Zinc finger CCCH domain-containing protein 3
mms19	DNF11_3425	DNA repair/transcription protein mms19
COQ6	DNF11_3426	Ubiquinone biosynthesis monooxygenase COQ6
afg2	DNF11_3427	ATPase family gene 2 protein
	DNF11_3428	hypothetical protein
hgsA	DNF11_3429	Hydroxymethylglutaryl-CoA synthase A
NOP12	DNF11_3430	Nucleolar protein 12
vps901	DNF11_3431	Vacuolar protein sorting-associated protein 9a
crk1	DNF11_3432	Serine/threonine-protein kinase crk1
ATP4	DNF11_3433	ATP synthase subunit 4, mitochondrial
	DNF11_3434	[Pyruvate dehydrogenase [lipoamide
	DNF11_3435	Sds3-like protein
	DNF11_3436	uncharacterized protein
	DNF11_3437	phosphonate metabolism protein PhnM
RPL21A	DNF11_3438	60S ribosomal protein L21-A
rps9b	DNF11_3439	40S ribosomal protein S9-B
IWS1	DNF11_3440	Transcription factor IWS1
Strn	DNF11_3441	Striatin
cip2	DNF11_3442	RNA-binding post-transcriptional regulator cip2
ubp3	DNF11_3443	putative ubiquitin carboxyl-terminal hydrolase 3
SYF1	DNF11_3444	Pre-mRNA-splicing factor SYF1
	DNF11_3445	uncharacterized protein
exg3_2	DNF11_3446	Glucan 1,3-beta-glucosidase 3
ARHGAP15	DNF11_3447	Rho GTPase-activating protein 15
ssr2	DNF11_3448	SWI/SNF and RSC complexes subunit ssr2
pip	DNF11_3449	Proline iminopeptidase
NHX1	DNF11_3450	Endosomal/prevacuolar sodium/hydrogen exchanger
	DNF11_3451	hypothetical protein
Srpr	DNF11_3452	Signal recognition particle receptor subunit alpha
MRPL3	DNF11_3453	54S ribosomal protein L3, mitochondrial
wat1	DNF11_3454	WD repeat-containing protein wat1
PMT2	DNF11_3455	Dolichyl-phosphate-mannose--protein mannosyltransferase 2
	DNF11_3456	hypothetical protein
TIF1	DNF11_3457	ATP-dependent RNA helicase eIF4A
	DNF11_3458	hypothetical protein
	DNF11_3459	uncharacterized protein
	DNF11_3460	putative enzyme with a TIM-barrel fold protein
ino1	DNF11_3461	Inositol-3-phosphate synthase
arp5	DNF11_3462	Actin-like protein arp5
	DNF11_3463	Late embryogenesis abundant protein
lipB	DNF11_3464	Octanoyltransferase
	DNF11_3465	hypothetical protein
vps29	DNF11_3466	Vacuolar protein sorting-associated protein 29
SIP4	DNF11_3467	Protein SIP4
	DNF11_3468	hypothetical protein
	DNF11_3469	FFD and TFG box motif protein
cdc37	DNF11_3470	Hsp90 co-chaperone Cdc37
tfb1	DNF11_3471	RNA polymerase II transcription factor B subunit1
	DNF11_3472	putative lactate 2-monooxygenase PB1A11.03
	DNF11_3473	hypothetical protein
	DNF11_3474	putative ABC transporter ATP-binding protein C29A3.09c
erg8	DNF11_3475	putative phosphomevalonate kinase
EXOSC8	DNF11_3476	Exosome complex component RRP43
	DNF11_3477	hypothetical protein
EGD2	DNF11_3478	Nascent polypeptide-associated complex subunit alpha
	DNF11_3479	putative protein RP063
mlkA	DNF11_3480	Myosin light chain kinase A
	DNF11_3481	hypothetical protein
	DNF11_3482	hypothetical protein
Hid1	DNF11_3483	Protein HID1
VPS27	DNF11_3484	Vacuolar protein sorting-associated protein 27
rpb1	DNF11_3485	DNA-directed RNA polymerase II subunit rpb1
POM33	DNF11_3486	Pore membrane protein of 33 kDa
	DNF11_3487	uncharacterized protein
RMD1_2	DNF11_3488	Sporulation protein RMD1
	DNF11_3489	hypothetical protein
CYM	DNF11_3490	Chymosin
phrA	DNF11_3491	Deoxyribodipyrimidine photo-lyase
LIP_1	DNF11_3492	Lipase
MCH5	DNF11_3493	Riboflavin transporter MCH5
QDR2	DNF11_3494	Quinidine resistance protein 2
QDR1	DNF11_3495	Quinidine resistance protein 1
gst3	DNF11_3496	Glutathione S-transferase 3
oct-01	DNF11_3497	Mitochondrial intermediate peptidase
frs2	DNF11_3498	Phenylalanine--tRNA ligase alpha subunit
	DNF11_3499	uncharacterized protein
rlp24	DNF11_3500	putative ribosome biogenesis protein RLP24
grx2	DNF11_3501	Glutaredoxin-2
SRP9	DNF11_3502	Signal recognition particle 9 kDa protein
seb1	DNF11_3503	Rpb7-binding protein seb1
Fgd6	DNF11_3504	FYVE, RhoGEF and PH domain-containing protein 6
mus7	DNF11_3505	Protein mms22
asm-2	DNF11_3506	Sphingomyelin phosphodiesterase 2
PAAF1	DNF11_3507	Proteasomal ATPase-associated factor 1
mirC	DNF11_3508	Siderophore iron transporter mirC
vgl1	DNF11_3509	Vigilin 1
FLC3	DNF11_3510	Putative flavin carrier protein 3
pncA	DNF11_3511	Pyrazinamidase/nicotinamidase
	DNF11_3512	uncharacterized protein
EAF1	DNF11_3513	Chromatin modification-related protein EAF1
	DNF11_3514	hypothetical protein
Gpn2	DNF11_3515	GPN-loop GTPase 2
nuo-21_2	DNF11_3516	NADH-ubiquinone oxidoreductase 21 kDa subunit, mitochondrial
rrp40	DNF11_3517	Exosome complex component rrp40
vps53	DNF11_3518	Vacuolar protein sorting-associated protein 53
	DNF11_3519	uncharacterized protein
mug40	DNF11_3520	DNA polymerase kappa
	DNF11_3521	pH-response regulator protein palC
ATP17	DNF11_3522	ATP synthase subunit f, mitochondrial
rps2	DNF11_3523	40S ribosomal protein S2
RPS0	DNF11_3524	40S ribosomal protein S0
ESA1	DNF11_3525	Histone acetyltransferase ESA1
prp10	DNF11_3526	U2 snRNP component prp10
TBL3	DNF11_3527	Transducin beta-like protein 3
	DNF11_3528	hypothetical protein
TERT	DNF11_3529	Telomerase reverse transcriptase
	DNF11_3530	PRA1-like protein
	DNF11_3531	Mitochondrial carrier protein
	DNF11_3532	hypothetical protein
	DNF11_3533	Mitochondrial carrier protein
	DNF11_3534	NAD-dependent protein deacetylase SIR4
scy1	DNF11_3535	putative inactive serine/threonine-protein kinase scy1
RGR1	DNF11_3536	Mediator of RNA polymerase II transcription subunit 14
	DNF11_3537	uncharacterized protein
psidin	DNF11_3538	Phagocyte signaling-impaired protein
eme1	DNF11_3539	Crossover junction endonuclease eme1
PIGB	DNF11_3540	GPI mannosyltransferase 3
wis1	DNF11_3541	Protein kinase wis1
atg13	DNF11_3542	Autophagy-related protein 13
PEX16	DNF11_3543	Peroxisomal membrane protein PEX16
prmC	DNF11_3544	Release factor glutamine methyltransferase
ERG7	DNF11_3545	Lanosterol synthase
TMEM167A	DNF11_3546	Protein kish-A
PSMD10	DNF11_3547	26S proteasome non-ATPase regulatory subunit 10
	DNF11_3548	hypothetical protein
lys9	DNF11_3549	Saccharopine dehydrogenase [NADP(+), L-glutamate-forming
TUB1	DNF11_3550	Tubulin beta chain
	DNF11_3551	putative O-linked N-acetylglucosamine transferase, SPINDLY family
SNF1	DNF11_3552	Carbon catabolite-derepressing protein kinase
vcx1	DNF11_3553	Vacuolar calcium ion transporter
ent1	DNF11_3554	Epsin-1
amt1	DNF11_3555	Ammonium transporter 1
PUS7	DNF11_3556	Multisubstrate pseudouridine synthase 7
RAB18	DNF11_3557	Ras-related protein Rab-18
Emc8	DNF11_3558	ER membrane protein complex subunit 8
dare	DNF11_3559	NADPH:adrenodoxin oxidoreductase, mitochondrial
Sf3a2	DNF11_3560	Splicing factor 3A subunit 2
CDC12	DNF11_3561	Cell division control protein 12
rad22	DNF11_3562	DNA repair and recombination protein rad22
SEC22	DNF11_3563	Protein transport protein SEC22
	DNF11_3564	WHI2-like protein P4H10.16c
RSM10	DNF11_3565	37S ribosomal protein S10, mitochondrial
pla2g4a	DNF11_3566	Lysophospholipase
	DNF11_3567	hypothetical protein
SPT3	DNF11_3568	Protein SPT3
Aggf1	DNF11_3569	Angiogenic factor with G patch and FHA domains 1
MEF1	DNF11_3570	Elongation factor G, mitochondrial
	DNF11_3571	putative CAAX prenyl protease 1
STE24	DNF11_3572	CAAX prenyl protease 1
cdc17	DNF11_3573	DNA ligase 1
cut14	DNF11_3574	Structural maintenance of chromosomes protein 2
SLC25A13	DNF11_3575	Calcium-binding mitochondrial carrier protein Aralar2
hsp60	DNF11_3576	Heat shock protein 60
hsp10	DNF11_3577	10 kDa heat shock protein, mitochondrial
	DNF11_3578	Mago nashi protein
	DNF11_3579	N-glycosylation protein
sec14_1	DNF11_3580	Sec14 cytosolic factor
	DNF11_3581	hypothetical protein
tom-70	DNF11_3582	Mitochondrial import receptor subunit tom-70
smo-1	DNF11_3583	Small ubiquitin-related modifier
ESF2	DNF11_3584	Pre-rRNA-processing protein ESF2
DPH3	DNF11_3585	Diphthamide biosynthesis protein 3
	DNF11_3586	hypothetical protein
cmss1	DNF11_3587	Protein CMSS1
dpb3	DNF11_3588	DNA polymerase epsilon subunit C
pyrABCN	DNF11_3589	Aspartate carbamoyltransferase
	DNF11_3590	hypothetical protein
GVP36	DNF11_3591	Protein GVP36
EAF3	DNF11_3592	Chromatin modification-related protein EAF3
	DNF11_3593	hypothetical protein
TIM13	DNF11_3594	Mitochondrial import inner membrane translocase subunit TIM13
taz	DNF11_3595	Putative lysophosphatidylcholine acyltransferase
